fold,steps,mae_no_exit,validity_no_exit,execution_time_sec,mae_early_exit,validity_early_exit
22,70,,1.0,1.952969312667847,,
22,85,,1.0,4.618884325027466,,
22,100,,1.0,2.751101016998291,,
23,10,,1.0,0.8862583637237549,,
23,25,,1.0,0.7473649978637695,,
23,40,,1.0,1.1303558349609375,,
23,55,,1.0,3.0164802074432373,,
23,70,,1.0,1.9481909275054927,,
23,85,,1.0,2.3448309898376465,,
23,100,,1.0,5.416296720504761,,
24,10,,1.0,1.1540982723236084,,
24,25,,1.0,1.4166553020477295,,
24,40,,1.0,1.3361201286315918,,
24,55,,1.0,1.5516645908355713,,
24,70,,1.0,3.794026136398315,,
24,85,,1.0,4.65513277053833,,
24,100,,1.0,2.759000062942505,,
25,10,,1.0,0.3522922992706299,,
25,25,,1.0,0.7466578483581543,,
25,40,,1.0,1.1456177234649658,,
25,55,,1.0,1.5277564525604248,,
25,70,,1.0,1.9354839324951167,,
25,85,,1.0,4.586446523666382,,
25,100,,1.0,2.745809316635132,,
26,10,,1.0,0.6191129684448242,,
26,25,,1.0,2.079213380813598,,
26,40,,1.0,1.325534105300903,,
26,55,,1.0,1.5497398376464844,,
26,70,,1.0,3.8133606910705566,,
26,85,,1.0,4.6156041622161865,,
26,100,,1.0,2.753629446029663,,
27,10,,1.0,1.685702562332153,,
27,25,,1.0,0.7450523376464844,,
27,40,,1.0,2.2197587490081787,,
27,55,,1.0,1.54468035697937,,
27,70,,1.0,3.8198089599609375,,
27,85,,1.0,2.3209214210510254,,
27,100,,1.0,2.7513108253479004,,
28,10,,1.0,0.6191060543060303,,
28,25,,1.0,0.7410249710083008,,
28,40,,1.0,1.3362934589385986,,
28,55,,1.0,1.5500242710113523,,
28,70,,1.0,1.9454591274261477,,
28,85,,1.0,2.348549127578736,,
28,100,,1.0,2.744592666625977,,
29,10,,1.0,0.6149013042449951,,
29,25,,1.0,1.4116668701171875,,
29,40,,1.0,1.146496057510376,,
29,55,,1.0,1.535438060760498,,
29,70,,1.0,3.8136446475982666,,
29,85,,1.0,2.349644422531128,,
29,100,,1.0,2.746868133544922,,
30,10,,1.0,0.3500103950500488,,
30,25,,1.0,2.068434000015259,,
30,40,,1.0,1.383310317993164,,
30,55,,1.0,1.5439143180847168,,
30,70,,1.0,1.95477557182312,,
30,85,,1.0,2.344287395477295,,
30,100,,1.0,2.743276596069336,,
31,10,,1.0,1.9579839706420896,,
31,25,,1.0,0.7517786026000977,,
31,40,,1.0,2.213453531265259,,
31,55,,1.0,1.5448946952819824,,
31,70,,1.0,1.9437079429626465,,
31,85,,1.0,2.348437786102295,,
31,100,,1.0,2.750683546066284,,
32,10,,1.0,1.6916303634643557,,
32,25,,1.0,0.7483103275299072,,
32,40,,1.0,1.3324644565582275,,
32,55,,1.0,1.5453569889068604,,
32,70,,1.0,3.811223745346069,,
32,85,,1.0,4.614565134048462,,
32,100,,1.0,2.7489967346191406,,
33,10,,1.0,0.3474812507629394,,
33,25,,1.0,6.062878370285034,,
33,40,,1.0,2.206376552581787,,
33,55,,1.0,1.5454881191253662,,
33,70,,1.0,1.946669101715088,,
33,85,,1.0,2.3144948482513428,,
33,100,,1.0,2.7112603187561035,,
34,10,,1.0,2.759559154510498,,
34,25,,1.0,0.7488603591918945,,
34,40,,1.0,1.339224100112915,,
34,55,,1.0,1.548147439956665,,
34,70,,1.0,1.9513309001922607,,
34,85,,1.0,2.329505205154419,,
34,100,,1.0,2.741659641265869,,
35,10,,1.0,3.0318167209625244,,
35,25,,1.0,1.42179274559021,,
35,40,,1.0,1.134347438812256,,
35,55,,1.0,7.408117294311523,,
35,70,,1.0,1.952716827392578,,
35,85,,1.0,2.328516721725464,,
35,100,,1.0,2.7479939460754395,,
36,10,,1.0,0.6165008544921875,,
36,25,,1.0,0.7481334209442139,,
36,40,,1.0,3.469198942184448,,
36,55,,1.0,4.492966413497925,,
36,70,,1.0,1.947402000427246,,
36,85,,1.0,2.348691940307617,,
36,100,,1.0,2.7438557147979736,,
37,10,,1.0,1.156618595123291,,
37,25,,1.0,0.7427613735198975,,
37,40,,1.0,4.335385322570801,,
37,55,,1.0,1.5313622951507568,,
37,70,,1.0,1.945814847946167,,
37,85,,1.0,2.3541548252105717,,
37,100,,1.0,2.7495462894439697,,
38,10,,1.0,0.346560001373291,,
38,25,,1.0,0.7472131252288818,,
38,40,,1.0,2.39519476890564,,
38,55,,1.0,1.5331740379333496,,
38,70,,1.0,1.9510447978973389,,
38,85,,1.0,4.572000741958618,,
38,100,,1.0,2.748947858810425,,
39,10,,1.0,1.1596033573150637,,
39,25,,1.0,1.4136831760406494,,
39,40,,1.0,1.1465632915496826,,
39,55,,1.0,1.5261850357055664,,
39,70,,1.0,1.951903343200684,,
39,85,,1.0,2.369662046432495,,
39,100,,1.0,2.74764084815979,,
40,10,,1.0,3.567176103591919,,
40,25,,1.0,2.0903475284576416,,
40,40,,1.0,1.338712215423584,,
40,55,,1.0,3.0351243019104004,,
40,70,,1.0,1.958749532699585,,
40,85,,1.0,2.346972703933716,,
40,100,,1.0,2.74523401260376,,
41,10,,1.0,0.88427734375,,
41,25,,1.0,0.7470576763153076,,
41,40,,1.0,1.1270391941070557,,
41,55,,1.0,1.55261492729187,,
41,70,,1.0,1.9502265453338623,,
41,85,,1.0,2.335319995880127,,
41,100,,1.0,2.740909576416016,,
42,10,,1.0,0.3502156734466553,,
42,25,,1.0,0.7385210990905762,,
42,40,,1.0,3.510507583618164,,
42,55,,1.0,1.555328130722046,,
42,70,,1.0,1.9497613906860352,,
42,85,,1.0,2.317490577697754,,
42,100,,1.0,2.726726531982422,,
43,10,,1.0,0.8874251842498779,,
43,25,,1.0,1.3944547176361084,,
43,40,,1.0,1.1399731636047363,,
43,55,,1.0,1.5492260456085205,,
43,70,,1.0,1.949671030044556,,
43,85,,1.0,2.344832420349121,,
43,100,,1.0,2.749433994293213,,
44,10,,1.0,0.6183240413665771,,
44,25,,1.0,0.7478616237640381,,
44,40,,1.0,1.3299272060394287,,
44,55,,1.0,1.5489177703857422,,
44,70,,1.0,1.950111389160156,,
44,85,,1.0,2.3489136695861816,,
44,100,,1.0,2.748987913131714,,
45,10,,1.0,0.3500895500183105,,
45,25,,1.0,2.0682921409606934,,
45,40,,1.0,2.2093818187713623,,
45,55,,1.0,1.5484423637390137,,
45,70,,1.0,1.9297666549682615,,
45,85,,1.0,2.3542490005493164,,
45,100,,1.0,5.393687963485718,,
46,10,,1.0,1.1533925533294678,,
46,25,,1.0,0.7554283142089844,,
46,40,,1.0,1.3281495571136477,,
46,55,,1.0,1.5537049770355225,,
46,70,,1.0,1.9267895221710205,,
46,85,,1.0,4.627687931060791,,
46,100,,1.0,2.7554962635040283,,
47,10,,1.0,0.8915493488311768,,
47,25,,1.0,0.7502899169921875,,
47,40,,1.0,4.355500936508179,,
47,55,,1.0,1.5423150062561035,,
47,70,,1.0,1.956265211105347,,
47,85,,1.0,2.353964805603028,,
47,100,,1.0,2.710339307785034,,
48,10,,1.0,0.6122081279754639,,
48,25,,1.0,0.741854190826416,,
48,40,,1.0,1.3316168785095217,,
48,55,,1.0,1.5470912456512451,,
48,70,,1.0,1.9540135860443115,,
48,85,,1.0,2.35929536819458,,
48,100,,1.0,2.7546534538269043,,
49,10,,1.0,1.423938512802124,,
49,25,,1.0,1.4139997959136963,,
49,40,,1.0,3.2629411220550537,,
49,55,,1.0,1.5521113872528076,,
49,70,,1.0,1.958847999572754,,
49,85,,1.0,2.3230977058410645,,
49,100,,1.0,2.735962390899658,,
50,10,,1.0,0.8833954334259033,,
50,25,,1.0,0.7508885860443115,,
50,40,,1.0,2.406583547592163,,
50,55,,1.0,1.5548319816589355,,
50,70,,1.0,3.7968554496765137,,
50,85,,1.0,2.342235803604126,,
50,100,,1.0,2.7588138580322266,,
51,10,,1.0,0.3507530689239502,,
51,25,,1.0,0.7490694522857666,,
51,40,,1.0,1.1488001346588137,,
51,55,,1.0,1.551753282546997,,
51,70,,1.0,1.9526071548461916,,
51,85,,1.0,2.358062982559204,,
51,100,,1.0,2.7225794792175293,,
52,10,,1.0,0.3501954078674316,,
52,25,,1.0,1.4106733798980713,,
52,40,,1.0,2.406137466430664,,
52,55,,1.0,1.5504896640777588,,
52,70,,1.0,1.9390649795532229,,
52,85,,1.0,2.3228626251220703,,
52,100,,1.0,8.045050621032715,,
53,10,,1.0,2.2291760444641118,,
53,25,,1.0,0.7520556449890137,,
53,40,,1.0,1.148939847946167,,
53,55,,1.0,1.5521562099456787,,
53,70,,1.0,1.9519236087799072,,
53,85,,1.0,2.3488106727600098,,
53,100,,1.0,2.718202352523804,,
54,10,,1.0,0.349740982055664,,
54,25,,1.0,1.4063262939453125,,
54,40,,1.0,1.3376014232635498,,
54,55,,1.0,1.5501041412353516,,
54,70,,1.0,1.9389126300811768,,
54,85,,1.0,4.6267595291137695,,
54,100,,1.0,5.379966974258423,,
55,10,,1.0,0.8877012729644775,,
55,25,,1.0,1.4191572666168213,,
55,40,,1.0,1.1517488956451416,,
55,55,,1.0,3.0210494995117188,,
55,70,,1.0,1.951445817947388,,
55,85,,1.0,2.3534300327301025,,
55,100,,1.0,8.047370672225952,,
56,10,,1.0,0.890125036239624,,
56,25,,1.0,1.419652223587036,,
56,40,,1.0,1.327763557434082,,
56,55,,1.0,1.5514962673187256,,
56,70,,1.0,1.941635608673096,,
56,85,,1.0,2.357234477996826,,
56,100,,1.0,2.756467342376709,,
57,10,,1.0,0.8770966529846191,,
57,25,,1.0,0.7539248466491699,,
57,40,,1.0,1.151785373687744,,
57,55,,1.0,1.5677120685577393,,
57,70,,1.0,1.9491472244262693,,
57,85,,1.0,2.3617122173309326,,
57,100,,1.0,2.756791591644287,,
58,10,,1.0,0.8884024620056152,,
58,25,,1.0,2.0859971046447754,,
58,40,,1.0,1.3407330513000488,,
58,55,,1.0,4.483083248138428,,
58,70,,1.0,1.9641170501708984,,
58,85,,1.0,2.3337554931640625,,
58,100,,1.0,8.068989515304565,,
59,10,,1.0,0.6240582466125488,,
59,25,,1.0,0.7399702072143555,,
59,40,,1.0,2.2150022983551025,,
59,55,,1.0,1.5574212074279783,,
59,70,,1.0,2.241772174835205,,
59,85,,1.0,7.129639387130737,,
59,100,,1.0,2.760351657867432,,
60,10,,1.0,1.957446336746216,,
60,25,,1.0,0.7426130771636963,,
60,40,,1.0,1.387268304824829,,
60,55,,1.0,1.53600811958313,,
60,70,,1.0,1.93541955947876,,
60,85,,1.0,4.596627950668335,,
60,100,,1.0,5.41596794128418,,
61,10,,1.0,0.352144718170166,,
61,25,,1.0,0.7479476928710938,,
61,40,,1.0,1.1357293128967283,,
61,55,,1.0,1.5483744144439695,,
61,70,,1.0,1.9502804279327397,,
61,85,,1.0,2.3468687534332275,,
61,100,,1.0,2.735280036926269,,
62,10,,1.0,0.8866240978240967,,
62,25,,1.0,0.7478153705596924,,
62,40,,1.0,3.4614710807800293,,
62,55,,1.0,1.5533831119537354,,
62,70,,1.0,1.9521946907043457,,
62,85,,1.0,2.320502996444702,,
62,100,,1.0,5.405571937561035,,
63,10,,1.0,1.4307055473327637,,
63,25,,1.0,0.7441039085388184,,
63,40,,1.0,2.236172914505005,,
63,55,,1.0,1.5516958236694336,,
63,70,,1.0,1.93969202041626,,
63,85,,1.0,2.353621006011963,,
63,100,,1.0,2.751699209213257,,
64,10,,1.0,0.8900938034057617,,
64,25,,1.0,0.7489409446716309,,
64,40,,1.0,2.4090542793273926,,
64,55,,1.0,3.023071527481079,,
64,70,,1.0,1.9537429809570312,,
64,85,,1.0,2.3240082263946533,,
64,100,,1.0,2.749696016311645,,
65,10,,1.0,0.8849749565124512,,
65,25,,1.0,0.7490506172180176,,
65,40,,1.0,1.1471621990203855,,
65,55,,1.0,1.55018949508667,,
65,70,,1.0,1.9399497509002688,,
65,85,,1.0,2.354919672012329,,
65,100,,1.0,2.7516908645629883,,
66,10,,1.0,0.615673303604126,,
66,25,,1.0,2.0849180221557617,,
66,40,,1.0,3.484886407852173,,
66,55,,1.0,1.5418150424957275,,
66,70,,1.0,1.9629032611846924,,
66,85,,1.0,2.329827070236206,,
66,100,,1.0,2.7601099014282227,,
67,10,,1.0,0.8866565227508545,,
67,25,,1.0,0.7482304573059082,,
67,40,,1.0,1.1502740383148191,,
67,55,,1.0,1.5521025657653809,,
67,70,,1.0,1.9526386260986328,,
67,85,,1.0,2.35722017288208,,
67,100,,1.0,2.75170373916626,,
68,10,,1.0,0.3505520820617676,,
68,25,,1.0,0.7395632266998291,,
68,40,,1.0,1.3371975421905518,,
68,55,,1.0,1.5319478511810305,,
68,70,,1.0,1.947751522064209,,
68,85,,1.0,2.3177590370178223,,
68,100,,1.0,2.752170324325561,,
69,10,,1.0,1.6904377937316897,,
69,25,,1.0,3.4452803134918213,,
69,40,,1.0,3.279758930206299,,
69,55,,1.0,1.5395293235778809,,
69,70,,1.0,1.929438591003418,,
69,85,,1.0,4.597156047821045,,
69,100,,1.0,2.7546846866607666,,
70,10,,1.0,0.3527572154998779,,
70,25,,1.0,1.4214212894439695,,
70,40,,1.0,3.457770824432373,,
70,55,,1.0,1.5545692443847656,,
70,70,,1.0,1.9249441623687744,,
70,85,,1.0,2.3535971641540527,,
70,100,,1.0,2.752427101135254,,
71,10,,1.0,0.6196670532226562,,
71,25,,1.0,0.7428719997406006,,
71,40,,1.0,2.2201015949249268,,
71,55,,1.0,3.027292966842652,,
71,70,,1.0,1.956855297088623,,
71,85,,1.0,2.35696029663086,,
71,100,,1.0,2.772122621536255,,
72,10,,1.0,0.3517966270446777,,
72,25,,1.0,0.7427878379821777,,
72,40,,1.0,1.349897384643555,,
72,55,,1.0,3.025485038757324,,
72,70,,1.0,1.9274957180023196,,
72,85,,1.0,4.600742816925049,,
72,100,,1.0,2.7555391788482666,,
73,10,,1.0,0.6193115711212158,,
73,25,,1.0,0.7486379146575928,,
73,40,,1.0,1.140606164932251,,
73,55,,1.0,1.538225173950195,,
73,70,,1.0,1.9346683025360107,,
73,85,,1.0,2.345400333404541,,
73,100,,1.0,2.7275092601776123,,
74,10,,1.0,0.614060640335083,,
74,25,,1.0,0.7477352619171143,,
74,40,,1.0,1.3243141174316406,,
74,55,,1.0,1.5489518642425537,,
74,70,,1.0,1.9464764595031736,,
74,85,,1.0,2.350370407104492,,
74,100,,1.0,2.754512071609497,,
75,10,,1.0,0.6193928718566895,,
75,25,,1.0,3.439149856567383,,
75,40,,1.0,1.1532917022705078,,
75,55,,1.0,1.551567792892456,,
75,70,,1.0,1.9482762813568115,,
75,85,,1.0,4.630241394042969,,
75,100,,1.0,2.7607879638671875,,
76,10,,1.0,0.3497664928436279,,
76,25,,1.0,1.3885633945465088,,
76,40,,1.0,1.327073097229004,,
76,55,,1.0,1.5552144050598145,,
76,70,,1.0,3.81994891166687,,
76,85,,1.0,4.599165916442871,,
76,100,,1.0,2.7361576557159424,,
77,10,,1.0,0.3528978824615478,,
77,25,,1.0,0.7416326999664307,,
77,40,,1.0,1.1486921310424805,,
77,55,,1.0,2.986525535583496,,
77,70,,1.0,1.9232966899871824,,
77,85,,1.0,2.351019382476806,,
77,100,,1.0,2.763953924179077,,
78,10,,1.0,0.6163172721862793,,
78,25,,1.0,0.7516908645629883,,
78,40,,1.0,2.397099018096924,,
78,55,,1.0,1.5455214977264404,,
78,70,,1.0,1.9339983463287356,,
78,85,,1.0,6.887985467910767,,
78,100,,1.0,5.382254600524902,,
79,10,,1.0,0.3523252010345459,,
79,25,,1.0,0.7492861747741699,,
79,40,,1.0,1.154353141784668,,
79,55,,1.0,1.539458990097046,,
79,70,,1.0,1.9512732028961184,,
79,85,,1.0,2.3533055782318115,,
79,100,,1.0,2.7584445476531982,,
80,10,,1.0,0.8882277011871338,,
80,25,,1.0,0.7620975971221924,,
80,40,,1.0,1.3480610847473145,,
80,55,,1.0,3.0128061771392822,,
80,70,,1.0,1.9392361640930176,,
80,85,,1.0,2.3412442207336426,,
80,100,,1.0,5.435199737548828,,
81,10,,1.0,1.163529634475708,,
81,25,,1.0,0.7502236366271973,,
81,40,,1.0,1.1598730087280271,,
81,55,,1.0,1.5537889003753662,,
81,70,,1.0,1.955326795578003,,
81,85,,1.0,4.673655033111572,,
81,100,,1.0,2.7598392963409424,,
82,10,,1.0,0.3531062602996826,,
82,25,,1.0,0.7490804195404053,,
82,40,,1.0,1.347118616104126,,
82,55,,1.0,1.5503559112548828,,
82,70,,1.0,1.9378278255462649,,
82,85,,1.0,2.354800224304199,,
82,100,,1.0,2.75860857963562,,
83,10,,1.0,3.0360960960388184,,
83,25,,1.0,1.4169542789459229,,
83,40,,1.0,2.2239394187927246,,
83,55,,1.0,3.0245747566223145,,
83,70,,1.0,1.9523811340332031,,
83,85,,1.0,4.59684681892395,,
83,100,,1.0,2.756737232208252,,
84,10,,1.0,0.354419469833374,,
84,25,,1.0,0.7488698959350586,,
84,40,,1.0,3.4777321815490723,,
84,55,,1.0,1.553685188293457,,
84,70,,1.0,1.9361324310302732,,
84,85,,1.0,2.356151819229126,,
84,100,,1.0,2.7522549629211426,,
85,10,,1.0,0.3506524562835693,,
85,25,,1.0,0.7485291957855225,,
85,40,,1.0,2.2227988243103027,,
85,55,,1.0,1.5424578189849854,,
85,70,,1.0,1.968956708908081,,
85,85,,1.0,2.3735156059265137,,
85,100,,1.0,2.7587835788726807,,
86,10,,1.0,1.712538242340088,,
86,25,,1.0,0.7480521202087402,,
86,40,,1.0,1.3552634716033936,,
86,55,,1.0,1.5694129467010498,,
86,70,,1.0,1.9743499755859373,,
86,85,,1.0,2.3738832473754883,,
86,100,,1.0,8.058934211730957,,
87,10,,1.0,1.1504740715026855,,
87,25,,1.0,1.418102741241455,,
87,40,,1.0,1.151656150817871,,
87,55,,1.0,1.5497729778289795,,
87,70,,1.0,1.945976734161377,,
87,85,,1.0,2.374841451644897,,
87,100,,1.0,5.480054140090942,,
88,10,,1.0,1.7111387252807615,,
88,25,,1.0,1.4195010662078855,,
88,40,,1.0,2.410842180252075,,
88,55,,1.0,1.5383999347686768,,
88,70,,1.0,1.9538569450378416,,
88,85,,1.0,4.591349124908447,,
88,100,,1.0,2.752967596054077,,
89,10,,1.0,0.6213047504425049,,
89,25,,1.0,0.7480120658874512,,
89,40,,1.0,1.146414279937744,,
89,55,,1.0,1.5473308563232422,,
89,70,,1.0,1.9460079669952397,,
89,85,,1.0,2.344628095626831,,
89,100,,1.0,2.7415332794189453,,
90,10,,1.0,0.8877964019775391,,
90,25,,1.0,0.7365431785583496,,
90,40,,1.0,1.3339004516601562,,
90,55,,1.0,1.5497689247131348,,
90,70,,1.0,1.9472033977508545,,
90,85,,1.0,2.326535224914551,,
90,100,,1.0,2.714328527450561,,
91,10,,1.0,2.494821310043335,,
91,25,,1.0,0.7467103004455566,,
91,40,,1.0,1.1488099098205566,,
91,55,,1.0,1.5500357151031494,,
91,70,,1.0,1.9650776386260984,,
91,85,,1.0,2.38555121421814,,
91,100,,1.0,5.517016410827637,,
92,10,,1.0,0.6327528953552246,,
92,25,,1.0,0.7576911449432373,,
92,40,,1.0,3.05398941040039,,
92,55,,1.0,1.379560947418213,,
92,70,,1.0,1.981759786605835,,
92,85,,1.0,4.67852783203125,,
92,100,,1.0,5.447815418243408,,
93,10,,1.0,0.8981521129608154,,
93,25,,1.0,0.7557196617126465,,
93,40,,1.0,1.1603834629058838,,
93,55,,1.0,1.5763521194458008,,
93,70,,1.0,3.875504732131958,,
93,85,,1.0,2.3877065181732178,,
93,100,,1.0,2.7805838584899902,,
94,10,,1.0,1.16489577293396,,
94,25,,1.0,1.4373178482055664,,
94,40,,1.0,1.3434183597564695,,
94,55,,1.0,1.574061632156372,,
94,70,,1.0,3.862411975860596,,
94,85,,1.0,2.385637044906616,,
94,100,,1.0,2.7632651329040527,,
95,10,,1.0,0.6277909278869629,,
95,25,,1.0,0.7582433223724365,,
95,40,,1.0,1.1670331954956057,,
95,55,,1.0,1.5621678829193115,,
95,70,,1.0,1.9587790966033936,,
95,85,,1.0,4.689088106155396,,
95,100,,1.0,2.784463167190552,,
96,10,,1.0,0.3530466556549072,,
96,25,,1.0,0.7556304931640625,,
96,40,,1.0,1.335984706878662,,
96,55,,1.0,3.0614359378814697,,
96,70,,1.0,5.755890369415283,,
96,85,,1.0,2.3712432384490967,,
96,100,,1.0,5.47292160987854,,
97,10,,1.0,0.3594803810119629,,
97,25,,1.0,0.7576498985290527,,
97,40,,1.0,1.1616878509521484,,
97,55,,1.0,1.5659148693084717,,
97,70,,1.0,1.9751818180084229,,
97,85,,1.0,2.363571882247925,,
97,100,,1.0,2.7543632984161377,,
98,10,,1.0,0.8996837139129639,,
98,25,,1.0,2.1013224124908447,,
98,40,,1.0,2.434495449066162,,
98,55,,1.0,1.5700275897979736,,
98,70,,1.0,1.9535534381866453,,
98,85,,1.0,4.67522120475769,,
98,100,,1.0,2.7621779441833496,,
99,10,,1.0,0.3555042743682861,,
99,25,,1.0,0.7609875202178955,,
99,40,,1.0,1.1652929782867432,,
99,55,,1.0,3.057929754257202,,
99,70,,1.0,1.9757592678070068,,
99,85,,1.0,2.379417181015014,,
99,100,,1.0,2.7779810428619385,,
100,10,,1.0,0.3523507118225097,,
100,25,,1.0,1.4333252906799316,,
100,40,,1.0,4.596733093261719,,
100,55,,1.0,1.5724050998687744,,
100,70,,1.0,3.8721728324890137,,
100,85,,1.0,2.362186908721924,,
100,100,,1.0,2.7922613620758057,,
