fold,steps,mae_no_exit,validity_no_exit,execution_time_sec
47,10,,1.0,0.3151710033416748
47,25,,1.0,0.6579697132110596
47,40,,1.0,0.996819019317627
47,55,,1.0,1.3262920379638672
47,70,,1.0,1.648075819015503
47,85,,1.0,1.9847607612609863
47,100,,1.0,2.3267970085144043
48,10,,1.0,1.430321216583252
48,25,,1.0,0.6381070613861084
48,40,,1.0,1.1055247783660889
48,55,,1.0,1.3002092838287354
48,70,,1.0,1.647737741470337
48,85,,1.0,1.9669640064239502
48,100,,1.0,2.290083169937134
49,10,,1.0,0.2991311550140381
49,25,,1.0,0.6327974796295166
49,40,,1.0,0.9821732044219971
49,55,,1.0,1.3151240348815918
49,70,,1.0,1.645599365234375
49,85,,1.0,1.9836387634277344
49,100,,1.0,2.28012752532959
50,10,,1.0,1.1949055194854736
50,25,,1.0,0.6285591125488281
50,40,,1.0,1.1014399528503418
50,55,,1.0,1.3130404949188232
50,70,,1.0,1.6263957023620605
50,85,,1.0,1.986192226409912
50,100,,1.0,2.297440528869629
51,10,,1.0,0.30263304710388184
51,25,,1.0,1.1924946308135986
51,40,,1.0,0.9775245189666748
51,55,,1.0,1.3130078315734863
51,70,,1.0,3.2237558364868164
51,85,,1.0,2.0050880908966064
51,100,,1.0,2.343026876449585
52,10,,1.0,1.4300696849822998
52,25,,1.0,1.1909294128417969
52,40,,1.0,1.0960850715637207
52,55,,1.0,1.3133907318115234
52,70,,1.0,4.780919551849365
52,85,,1.0,1.9911551475524902
52,100,,1.0,2.3255326747894287
53,10,,1.0,0.5233657360076904
53,25,,1.0,0.6298503875732422
53,40,,1.0,0.9613792896270752
53,55,,1.0,1.3054940700531006
53,70,,1.0,1.6528048515319824
53,85,,1.0,1.988739252090454
53,100,,1.0,2.3260936737060547
54,10,,1.0,0.9793791770935059
54,25,,1.0,0.6300549507141113
54,40,,1.0,1.0938794612884521
54,55,,1.0,1.3173089027404785
54,70,,1.0,1.6494793891906738
54,85,,1.0,1.9832847118377686
54,100,,1.0,2.3179688453674316
55,10,,1.0,1.2047042846679688
55,25,,1.0,0.634760856628418
55,40,,1.0,0.9674191474914551
55,55,,1.0,1.3088831901550293
55,70,,1.0,1.6277835369110107
55,85,,1.0,1.9686784744262695
55,100,,1.0,2.3251523971557617
56,10,,1.0,0.526024580001831
56,25,,1.0,1.2002403736114502
56,40,,1.0,1.1139981746673584
56,55,,1.0,1.3311660289764404
56,70,,1.0,1.6529006958007812
56,85,,1.0,1.9942140579223633
56,100,,1.0,2.293067455291748
57,10,,1.0,0.9779443740844727
57,25,,1.0,0.6390461921691895
57,40,,1.0,0.9769587516784668
57,55,,1.0,1.3088068962097168
57,70,,1.0,3.1894032955169678
57,85,,1.0,1.9613630771636963
57,100,,1.0,2.2982311248779297
58,10,,1.0,0.7516629695892334
58,25,,1.0,1.2100579738616943
58,40,,1.0,2.004586696624756
58,55,,1.0,1.3140978813171387
58,70,,1.0,1.6522502899169922
58,85,,1.0,1.9666039943695068
58,100,,1.0,2.3224124908447266
59,10,,1.0,0.5222551822662354
59,25,,1.0,0.6274166107177734
59,40,,1.0,0.9834730625152588
59,55,,1.0,3.7879080772399902
59,70,,1.0,6.358177661895752
59,85,,1.0,1.9851775169372559
59,100,,1.0,2.327378511428833
60,10,,1.0,0.3000154495239258
60,25,,1.0,0.6332507133483887
60,40,,1.0,1.097240686416626
60,55,,1.0,1.3002870082855225
60,70,,1.0,1.6576595306396484
60,85,,1.0,1.9843485355377197
60,100,,1.0,2.327469825744629
61,10,,1.0,0.30161094665527344
61,25,,1.0,0.6357886791229248
61,40,,1.0,0.9768967628479004
61,55,,1.0,1.3003549575805664
61,70,,1.0,1.6536242961883545
61,85,,1.0,1.9920616149902344
61,100,,1.0,2.3341097831726074
62,10,,1.0,0.29842162132263184
62,25,,1.0,1.1996121406555176
62,40,,1.0,1.1028857231140137
62,55,,1.0,1.3110778331756592
62,70,,1.0,3.1736295223236084
62,85,,1.0,1.9943130016326904
62,100,,1.0,2.3201072216033936
63,10,,1.0,0.2996337413787842
63,25,,1.0,0.6384541988372803
63,40,,1.0,0.9604840278625488
63,55,,1.0,1.3094837665557861
63,70,,1.0,1.6314077377319336
63,85,,1.0,1.9883232116699219
63,100,,1.0,2.3187966346740723
64,10,,1.0,0.3009209632873535
64,25,,1.0,0.6409831047058105
64,40,,1.0,1.1041841506958008
64,55,,1.0,1.308060646057129
64,70,,1.0,1.6293940544128418
64,85,,1.0,1.9788670539855957
64,100,,1.0,2.321519613265991
65,10,,1.0,1.4216482639312744
65,25,,1.0,0.6305737495422363
65,40,,1.0,0.9701333045959473
65,55,,1.0,1.3109445571899414
65,70,,1.0,3.223649024963379
65,85,,1.0,1.9940252304077148
65,100,,1.0,2.3319926261901855
66,10,,1.0,0.3006417751312256
66,25,,1.0,0.6263928413391113
66,40,,1.0,1.0857257843017578
66,55,,1.0,1.3104910850524902
66,70,,1.0,1.643923282623291
66,85,,1.0,1.9891116619110107
66,100,,1.0,2.321784734725952
67,10,,1.0,0.5259552001953125
67,25,,1.0,0.6367647647857666
67,40,,1.0,0.9733309745788574
67,55,,1.0,1.32716703414917
67,70,,1.0,3.2566850185394287
67,85,,1.0,1.9967584609985352
67,100,,1.0,2.3200671672821045
68,10,,1.0,2.553189516067505
68,25,,1.0,1.200993299484253
68,40,,1.0,1.0847961902618408
68,55,,1.0,1.3187522888183594
68,70,,1.0,3.192007541656494
68,85,,1.0,1.96195387840271
68,100,,1.0,4.524832487106323
69,10,,1.0,1.4200201034545898
69,25,,1.0,1.1997230052947998
69,40,,1.0,0.9656593799591064
69,55,,1.0,1.3117618560791016
69,70,,1.0,1.6441140174865723
69,85,,1.0,1.9813356399536133
69,100,,1.0,2.318899393081665
70,10,,1.0,0.29781031608581543
70,25,,1.0,0.6301748752593994
70,40,,1.0,1.1016864776611328
70,55,,1.0,1.3079471588134766
70,70,,1.0,1.6424031257629395
70,85,,1.0,1.9603009223937988
70,100,,1.0,2.323233127593994
71,10,,1.0,0.5265352725982666
71,25,,1.0,0.6441659927368164
71,40,,1.0,0.9572045803070068
71,55,,1.0,1.3087761402130127
71,70,,1.0,1.6458995342254639
71,85,,1.0,1.9781546592712402
71,100,,1.0,2.2805137634277344
72,10,,1.0,0.7562174797058105
72,25,,1.0,0.6355001926422119
72,40,,1.0,1.1150527000427246
72,55,,1.0,1.3085222244262695
72,70,,1.0,1.6504909992218018
72,85,,1.0,1.9692842960357666
72,100,,1.0,2.3173131942749023
73,10,,1.0,0.5281074047088623
73,25,,1.0,0.6377413272857666
73,40,,1.0,0.9709324836730957
73,55,,1.0,1.3150012493133545
73,70,,1.0,1.6425671577453613
73,85,,1.0,1.9553720951080322
73,100,,1.0,2.275728702545166
74,10,,1.0,0.7525792121887207
74,25,,1.0,0.6278190612792969
74,40,,1.0,1.0958592891693115
74,55,,1.0,1.3046464920043945
74,70,,1.0,1.6440412998199463
74,85,,1.0,1.9838318824768066
74,100,,1.0,2.3126015663146973
75,10,,1.0,1.1988155841827393
75,25,,1.0,0.6232755184173584
75,40,,1.0,0.9684035778045654
75,55,,1.0,1.306727409362793
75,70,,1.0,1.65156888961792
75,85,,1.0,1.9979257583618164
75,100,,1.0,2.336625099182129
76,10,,1.0,0.3087785243988037
76,25,,1.0,0.6335470676422119
76,40,,1.0,1.0885272026062012
76,55,,1.0,1.295680284500122
76,70,,1.0,1.6436831951141357
76,85,,1.0,1.9735558032989502
76,100,,1.0,2.2675509452819824
77,10,,1.0,0.7477381229400635
77,25,,1.0,1.193178653717041
77,40,,1.0,0.965449333190918
77,55,,1.0,1.2990858554840088
77,70,,1.0,1.640388011932373
77,85,,1.0,1.951143503189087
77,100,,1.0,2.3070099353790283
78,10,,1.0,0.9694201946258545
78,25,,1.0,0.6342489719390869
78,40,,1.0,1.0803568363189697
78,55,,1.0,1.3016102313995361
78,70,,1.0,1.6207072734832764
78,85,,1.0,1.976646900177002
78,100,,1.0,2.308460235595703
79,10,,1.0,0.5250113010406494
79,25,,1.0,1.1942074298858643
79,40,,1.0,0.9700219631195068
79,55,,1.0,1.3065001964569092
79,70,,1.0,1.6557307243347168
79,85,,1.0,5.793184518814087
79,100,,1.0,2.2779815196990967
80,10,,1.0,2.0912868976593018
80,25,,1.0,1.1919963359832764
80,40,,1.0,1.0936341285705566
80,55,,1.0,1.3080213069915771
80,70,,1.0,3.193115711212158
80,85,,1.0,1.974520206451416
80,100,,1.0,2.3190557956695557
81,10,,1.0,3.8870294094085693
81,25,,1.0,0.6324498653411865
81,40,,1.0,0.9622147083282471
81,55,,1.0,1.3169901371002197
81,70,,1.0,1.6429650783538818
81,85,,1.0,1.98121976852417
81,100,,1.0,2.325333595275879
82,10,,1.0,0.746190071105957
82,25,,1.0,0.6292612552642822
82,40,,1.0,1.0851459503173828
82,55,,1.0,2.541853189468384
82,70,,1.0,1.6485812664031982
82,85,,1.0,1.9498300552368164
82,100,,1.0,2.3149640560150146
83,10,,1.0,0.5228784084320068
83,25,,1.0,0.6287100315093994
83,40,,1.0,0.9718058109283447
83,55,,1.0,1.3055551052093506
83,70,,1.0,1.648949146270752
83,85,,1.0,1.961350917816162
83,100,,1.0,2.3117759227752686
84,10,,1.0,0.30023193359375
84,25,,1.0,1.1792738437652588
84,40,,1.0,1.0818889141082764
84,55,,1.0,2.5471079349517822
84,70,,1.0,1.644364595413208
84,85,,1.0,1.979262113571167
84,100,,1.0,2.3188741207122803
85,10,,1.0,0.974581241607666
85,25,,1.0,0.6359148025512695
85,40,,1.0,0.9771373271942139
85,55,,1.0,1.2918188571929932
85,70,,1.0,1.6523609161376953
85,85,,1.0,1.9901487827301025
85,100,,1.0,2.3200838565826416
86,10,,1.0,0.7490096092224121
86,25,,1.0,0.6345205307006836
86,40,,1.0,1.0960407257080078
86,55,,1.0,1.3109278678894043
86,70,,1.0,1.6410973072052002
86,85,,1.0,3.87166428565979
86,100,,1.0,2.311479091644287
87,10,,1.0,0.979867696762085
87,25,,1.0,1.2021057605743408
87,40,,1.0,0.9753024578094482
87,55,,1.0,1.2856040000915527
87,70,,1.0,1.6436033248901367
87,85,,1.0,1.9508543014526367
87,100,,1.0,4.556100606918335
88,10,,1.0,0.971168041229248
88,25,,1.0,0.6249570846557617
88,40,,1.0,1.1009840965270996
88,55,,1.0,1.3106987476348877
88,70,,1.0,1.646104097366333
88,85,,1.0,1.9759891033172607
88,100,,1.0,2.3184545040130615
89,10,,1.0,2.3223824501037598
89,25,,1.0,0.6310520172119141
89,40,,1.0,0.9566571712493896
89,55,,1.0,1.3073456287384033
89,70,,1.0,1.6487061977386475
89,85,,1.0,1.9649758338928223
89,100,,1.0,2.3172059059143066
90,10,,1.0,0.5274636745452881
90,25,,1.0,2.33402681350708
90,40,,1.0,1.1048943996429443
90,55,,1.0,1.3091282844543457
90,70,,1.0,1.6276025772094727
90,85,,1.0,1.95989990234375
90,100,,1.0,2.2751624584198
91,10,,1.0,0.5243477821350098
91,25,,1.0,0.6396734714508057
91,40,,1.0,0.9799404144287109
91,55,,1.0,1.3061282634735107
91,70,,1.0,1.6248488426208496
91,85,,1.0,1.9448699951171875
91,100,,1.0,4.513485670089722
92,10,,1.0,0.2976348400115967
92,25,,1.0,0.626995325088501
92,40,,1.0,1.1123487949371338
92,55,,1.0,1.3072280883789062
92,70,,1.0,1.6585257053375244
92,85,,1.0,1.981902837753296
92,100,,1.0,2.3185882568359375
93,10,,1.0,1.6519770622253418
93,25,,1.0,1.1925373077392578
93,40,,1.0,0.9776132106781006
93,55,,1.0,1.288377046585083
93,70,,1.0,1.6179454326629639
93,85,,1.0,5.775498151779175
93,100,,1.0,2.3206584453582764
94,10,,1.0,1.2027168273925781
94,25,,1.0,0.6344187259674072
94,40,,1.0,1.0956578254699707
94,55,,1.0,1.3103337287902832
94,70,,1.0,1.651582956314087
94,85,,1.0,3.8969640731811523
94,100,,1.0,2.333071708679199
95,10,,1.0,1.6455981731414795
95,25,,1.0,0.6372437477111816
95,40,,1.0,0.9548788070678711
95,55,,1.0,1.3143510818481445
95,70,,1.0,1.643799066543579
95,85,,1.0,1.9759104251861572
95,100,,1.0,2.277923107147217
96,10,,1.0,1.4232454299926758
96,25,,1.0,1.1850435733795166
96,40,,1.0,1.086073398590088
96,55,,1.0,3.7538414001464844
96,70,,1.0,1.6468586921691895
96,85,,1.0,1.9815702438354492
96,100,,1.0,2.2757132053375244
97,10,,1.0,0.5252106189727783
97,25,,1.0,0.638077974319458
97,40,,1.0,0.9693610668182373
97,55,,1.0,1.293349266052246
97,70,,1.0,1.6440768241882324
97,85,,1.0,5.736448287963867
97,100,,1.0,2.3221302032470703
98,10,,1.0,0.30031800270080566
98,25,,1.0,1.1894311904907227
98,40,,1.0,1.0962483882904053
98,55,,1.0,1.3130669593811035
98,70,,1.0,3.1926703453063965
98,85,,1.0,1.9785652160644531
98,100,,1.0,2.3185110092163086
99,10,,1.0,1.2019133567810059
99,25,,1.0,0.6304364204406738
99,40,,1.0,0.9636163711547852
99,55,,1.0,1.3080151081085205
99,70,,1.0,1.6433751583099365
99,85,,1.0,1.976839542388916
99,100,,1.0,2.2955164909362793
100,10,,1.0,1.202101230621338
100,25,,1.0,0.6330580711364746
100,40,,1.0,1.0838735103607178
100,55,,1.0,1.3098852634429932
100,70,,1.0,1.6496875286102295
100,85,,1.0,2.0036444664001465
100,100,,1.0,2.319796323776245
101,10,,1.0,0.30185437202453613
101,25,,1.0,0.6277921199798584
101,40,,1.0,0.9621524810791016
101,55,,1.0,1.306051254272461
101,70,,1.0,1.6440038681030273
101,85,,1.0,1.976428747177124
101,100,,1.0,2.3294763565063477
102,10,,1.0,0.30104875564575195
102,25,,1.0,0.6366593837738037
102,40,,1.0,1.0977914333343506
102,55,,1.0,2.5396666526794434
102,70,,1.0,1.629359245300293
102,85,,1.0,1.9787826538085938
102,100,,1.0,2.3174571990966797
103,10,,1.0,0.9774813652038574
103,25,,1.0,0.6363210678100586
103,40,,1.0,0.9688115119934082
103,55,,1.0,1.3005290031433105
103,70,,1.0,1.6312172412872314
103,85,,1.0,1.9829964637756348
103,100,,1.0,2.319139242172241
104,10,,1.0,0.7485227584838867
104,25,,1.0,0.6291589736938477
104,40,,1.0,1.994375467300415
104,55,,1.0,1.311518669128418
104,70,,1.0,1.6308166980743408
104,85,,1.0,1.9806082248687744
104,100,,1.0,2.2858643531799316
105,10,,1.0,0.9725770950317383
105,25,,1.0,1.1899805068969727
105,40,,1.0,0.9726288318634033
105,55,,1.0,1.2916173934936523
105,70,,1.0,1.6555523872375488
105,85,,1.0,2.0007400512695312
105,100,,1.0,2.327963352203369
106,10,,1.0,0.3000667095184326
106,25,,1.0,1.195894718170166
106,40,,1.0,1.9964098930358887
106,55,,1.0,1.3002057075500488
106,70,,1.0,1.62587308883667
106,85,,1.0,1.983278512954712
106,100,,1.0,4.5244460105896
107,10,,1.0,0.30136752128601074
107,25,,1.0,0.6361305713653564
107,40,,1.0,0.9732191562652588
107,55,,1.0,1.2860877513885498
107,70,,1.0,1.6480796337127686
107,85,,1.0,1.9812612533569336
107,100,,1.0,4.546193838119507
108,10,,1.0,0.7557370662689209
108,25,,1.0,0.637639045715332
108,40,,1.0,1.0994131565093994
108,55,,1.0,1.315861701965332
108,70,,1.0,1.6585237979888916
108,85,,1.0,1.985565185546875
108,100,,1.0,2.2960638999938965
109,10,,1.0,1.2023515701293945
109,25,,1.0,0.6324307918548584
109,40,,1.0,1.8617076873779297
109,55,,1.0,1.2977242469787598
109,70,,1.0,3.211299180984497
109,85,,1.0,1.989156723022461
109,100,,1.0,2.2948896884918213
110,10,,1.0,1.4271385669708252
110,25,,1.0,0.6317610740661621
110,40,,1.0,1.097228765487671
110,55,,1.0,1.3148787021636963
110,70,,1.0,3.2247378826141357
110,85,,1.0,2.0059571266174316
110,100,,1.0,2.314657211303711
111,10,,1.0,0.5275166034698486
111,25,,1.0,0.6372566223144531
111,40,,1.0,0.9636216163635254
111,55,,1.0,1.3116440773010254
111,70,,1.0,1.6553599834442139
