fold,steps,mae_no_exit,validity_no_exit,execution_time_sec
111,85,,1.0,1.9829692840576172
111,100,,1.0,2.310960531234741
112,10,,1.0,0.5282208919525146
112,25,,1.0,0.6311066150665283
112,40,,1.0,1.088421106338501
112,55,,1.0,1.305466651916504
112,70,,1.0,1.641007423400879
112,85,,1.0,1.9724280834197998
112,100,,1.0,2.284754514694214
113,10,,1.0,1.6604030132293701
113,25,,1.0,1.2011189460754395
113,40,,1.0,0.9727730751037598
113,55,,1.0,1.3095436096191406
113,70,,1.0,1.6153688430786133
113,85,,1.0,1.981494665145874
113,100,,1.0,2.3227484226226807
114,10,,1.0,0.30210304260253906
114,25,,1.0,0.6381325721740723
114,40,,1.0,1.1007766723632812
114,55,,1.0,2.5273044109344482
114,70,,1.0,1.6518723964691162
114,85,,1.0,1.9836301803588867
114,100,,1.0,4.499259948730469
115,10,,1.0,0.7481479644775391
115,25,,1.0,0.6360728740692139
115,40,,1.0,0.9690487384796143
115,55,,1.0,1.2909932136535645
115,70,,1.0,1.639333724975586
115,85,,1.0,1.9443881511688232
115,100,,1.0,2.31020188331604
116,10,,1.0,1.4245755672454834
116,25,,1.0,0.6234896183013916
116,40,,1.0,1.094792127609253
116,55,,1.0,1.3085358142852783
116,70,,1.0,1.6363022327423096
116,85,,1.0,1.9813175201416016
116,100,,1.0,2.3180315494537354
117,10,,1.0,0.3001718521118164
117,25,,1.0,1.1914904117584229
117,40,,1.0,0.9540376663208008
117,55,,1.0,1.2919371128082275
117,70,,1.0,1.6461193561553955
117,85,,1.0,1.952338457107544
117,100,,1.0,2.3186237812042236
118,10,,1.0,0.7453832626342773
118,25,,1.0,0.6335391998291016
118,40,,1.0,1.098883867263794
118,55,,1.0,1.308319091796875
118,70,,1.0,1.6156556606292725
118,85,,1.0,1.9804491996765137
118,100,,1.0,2.323188066482544
119,10,,1.0,0.52640700340271
119,25,,1.0,0.6298360824584961
119,40,,1.0,0.971989631652832
119,55,,1.0,1.2940514087677002
119,70,,1.0,3.2165067195892334
119,85,,1.0,1.9615757465362549
119,100,,1.0,2.288886785507202
120,10,,1.0,0.9733850955963135
120,25,,1.0,0.6345615386962891
120,40,,1.0,1.0865206718444824
120,55,,1.0,1.3052794933319092
120,70,,1.0,1.6507947444915771
120,85,,1.0,3.861083745956421
120,100,,1.0,2.331164836883545
121,10,,1.0,1.656355381011963
121,25,,1.0,0.6350111961364746
121,40,,1.0,0.9712903499603271
121,55,,1.0,1.3108487129211426
121,70,,1.0,1.642728567123413
121,85,,1.0,1.9631540775299072
121,100,,1.0,2.281557321548462
122,10,,1.0,0.7496213912963867
122,25,,1.0,1.2004551887512207
122,40,,1.0,1.1005587577819824
122,55,,1.0,1.2909884452819824
122,70,,1.0,1.6253442764282227
122,85,,1.0,1.9529926776885986
122,100,,1.0,2.2816216945648193
123,10,,1.0,0.30349159240722656
123,25,,1.0,0.6383616924285889
123,40,,1.0,0.976154088973999
123,55,,1.0,1.3175075054168701
123,70,,1.0,1.657322883605957
123,85,,1.0,1.9534709453582764
123,100,,1.0,2.318166732788086
124,10,,1.0,0.970130205154419
124,25,,1.0,0.6349990367889404
124,40,,1.0,2.0054147243499756
124,55,,1.0,1.3116834163665771
124,70,,1.0,1.646592140197754
124,85,,1.0,1.9843628406524658
124,100,,1.0,2.3182175159454346
125,10,,1.0,0.2995607852935791
125,25,,1.0,0.6341335773468018
125,40,,1.0,1.8456203937530518
125,55,,1.0,1.301208734512329
125,70,,1.0,3.2014129161834717
125,85,,1.0,1.99033784866333
125,100,,1.0,2.311984062194824
126,10,,1.0,0.977285623550415
126,25,,1.0,0.6327402591705322
126,40,,1.0,1.091886281967163
126,55,,1.0,2.5336005687713623
126,70,,1.0,1.650625228881836
126,85,,1.0,1.9866936206817627
126,100,,1.0,2.3212931156158447
127,10,,1.0,1.1931543350219727
127,25,,1.0,1.1886422634124756
127,40,,1.0,0.9700603485107422
127,55,,1.0,1.2847976684570312
127,70,,1.0,1.6191959381103516
127,85,,1.0,1.9827206134796143
127,100,,1.0,4.518674373626709
128,10,,1.0,0.7584571838378906
128,25,,1.0,0.6358420848846436
128,40,,1.0,2.006032943725586
128,55,,1.0,1.3175556659698486
128,70,,1.0,1.6211962699890137
128,85,,1.0,1.9781038761138916
128,100,,1.0,2.2787866592407227
129,10,,1.0,0.30336761474609375
129,25,,1.0,0.636322021484375
129,40,,1.0,0.9584770202636719
129,55,,1.0,1.311197280883789
129,70,,1.0,1.623044490814209
129,85,,1.0,1.9464092254638672
129,100,,1.0,2.318716287612915
130,10,,1.0,1.42472505569458
130,25,,1.0,1.1943225860595703
130,40,,1.0,1.095716953277588
130,55,,1.0,1.3067779541015625
130,70,,1.0,1.6444542407989502
130,85,,1.0,1.980123519897461
130,100,,1.0,2.3185131549835205
131,10,,1.0,0.2980358600616455
131,25,,1.0,0.6326074600219727
131,40,,1.0,0.9684736728668213
131,55,,1.0,2.5403201580047607
131,70,,1.0,1.6413333415985107
131,85,,1.0,1.9921503067016602
131,100,,1.0,2.312469482421875
132,10,,1.0,2.321638345718384
132,25,,1.0,0.6382677555084229
132,40,,1.0,1.0953400135040283
132,55,,1.0,1.289860486984253
132,70,,1.0,1.6461358070373535
132,85,,1.0,1.9828829765319824
132,100,,1.0,2.3136134147644043
133,10,,1.0,0.2969229221343994
133,25,,1.0,0.634335994720459
133,40,,1.0,1.8517212867736816
133,55,,1.0,1.3087854385375977
133,70,,1.0,1.6432888507843018
133,85,,1.0,1.9778320789337158
133,100,,1.0,2.315898895263672
134,10,,1.0,0.2996485233306885
134,25,,1.0,0.6281044483184814
134,40,,1.0,1.0979225635528564
134,55,,1.0,1.2859041690826416
134,70,,1.0,1.6234235763549805
134,85,,1.0,1.9788601398468018
134,100,,1.0,2.2754149436950684
135,10,,1.0,0.5235183238983154
135,25,,1.0,0.6325452327728271
135,40,,1.0,0.9663131237030029
135,55,,1.0,1.3062646389007568
135,70,,1.0,1.6183760166168213
135,85,,1.0,1.979715347290039
135,100,,1.0,2.3249425888061523
136,10,,1.0,0.296673059463501
136,25,,1.0,0.6353042125701904
136,40,,1.0,1.0872676372528076
136,55,,1.0,1.3051624298095703
136,70,,1.0,1.6366195678710938
136,85,,1.0,1.977424144744873
136,100,,1.0,2.3156299591064453
137,10,,1.0,0.5239846706390381
137,25,,1.0,0.6317436695098877
137,40,,1.0,0.9568407535552979
137,55,,1.0,1.3023486137390137
137,70,,1.0,1.6390488147735596
137,85,,1.0,1.9728477001190186
137,100,,1.0,2.3124256134033203
138,10,,1.0,0.9694840908050537
138,25,,1.0,0.6279318332672119
138,40,,1.0,1.0997645854949951
138,55,,1.0,1.3087291717529297
138,70,,1.0,4.746173620223999
138,85,,1.0,1.9561998844146729
138,100,,1.0,4.518036603927612
139,10,,1.0,1.869518518447876
139,25,,1.0,1.7534494400024414
139,40,,1.0,0.9605088233947754
139,55,,1.0,1.2885336875915527
139,70,,1.0,1.6361892223358154
139,85,,1.0,1.9398126602172852
139,100,,1.0,2.3070342540740967
140,10,,1.0,0.5262672901153564
140,25,,1.0,0.6325523853302002
140,40,,1.0,1.0963504314422607
140,55,,1.0,1.3122618198394775
140,70,,1.0,1.6249313354492188
140,85,,1.0,1.9517393112182617
140,100,,1.0,2.313183069229126
141,10,,1.0,0.7425017356872559
141,25,,1.0,0.6309747695922852
141,40,,1.0,0.9572217464447021
141,55,,1.0,1.2973530292510986
141,70,,1.0,1.619788408279419
141,85,,1.0,1.9717564582824707
141,100,,1.0,2.287213087081909
142,10,,1.0,0.29586052894592285
142,25,,1.0,0.6322648525238037
142,40,,1.0,1.0813024044036865
142,55,,1.0,1.3070170879364014
142,70,,1.0,1.6488077640533447
142,85,,1.0,1.9403977394104004
142,100,,1.0,2.3189239501953125
143,10,,1.0,0.5220935344696045
143,25,,1.0,0.6323506832122803
143,40,,1.0,0.9666011333465576
143,55,,1.0,1.3002266883850098
143,70,,1.0,1.609496831893921
143,85,,1.0,1.9670751094818115
143,100,,1.0,2.2836825847625732
144,10,,1.0,0.5199093818664551
144,25,,1.0,0.630232572555542
144,40,,1.0,1.0926306247711182
144,55,,1.0,2.5393590927124023
144,70,,1.0,1.6412315368652344
144,85,,1.0,1.9794020652770996
144,100,,1.0,2.315964698791504
145,10,,1.0,0.5227291584014893
145,25,,1.0,0.6333308219909668
145,40,,1.0,1.8620750904083252
145,55,,1.0,1.308805227279663
145,70,,1.0,1.6361567974090576
145,85,,1.0,1.9600138664245605
145,100,,1.0,2.323329210281372
146,10,,1.0,0.29827284812927246
146,25,,1.0,0.639972448348999
146,40,,1.0,1.0982325077056885
146,55,,1.0,1.2958247661590576
146,70,,1.0,1.6386620998382568
146,85,,1.0,1.9722142219543457
146,100,,1.0,2.309540271759033
147,10,,1.0,1.193281650543213
147,25,,1.0,0.6289777755737305
147,40,,1.0,0.96427321434021
147,55,,1.0,2.5194993019104004
147,70,,1.0,1.6444282531738281
147,85,,1.0,7.631326198577881
147,100,,1.0,6.7116546630859375
148,10,,1.0,0.5197579860687256
148,25,,1.0,0.633418083190918
148,40,,1.0,1.0922276973724365
148,55,,1.0,1.3036417961120605
148,70,,1.0,1.611947774887085
148,85,,1.0,1.9600510597229004
148,100,,1.0,2.310359239578247
149,10,,1.0,0.2965586185455322
149,25,,1.0,0.6295700073242188
149,40,,1.0,0.9535253047943115
149,55,,1.0,1.3129103183746338
149,70,,1.0,1.6252174377441406
149,85,,1.0,1.9854259490966797
149,100,,1.0,2.3277955055236816
150,10,,1.0,0.2980961799621582
150,25,,1.0,0.634890079498291
150,40,,1.0,1.0961987972259521
150,55,,1.0,1.2912847995758057
150,70,,1.0,1.6416313648223877
150,85,,1.0,1.9715855121612549
150,100,,1.0,2.3196797370910645
151,10,,1.0,0.7492170333862305
151,25,,1.0,1.193293809890747
151,40,,1.0,0.969346284866333
151,55,,1.0,1.3068115711212158
151,70,,1.0,1.6349153518676758
151,85,,1.0,1.969447374343872
151,100,,1.0,2.2815053462982178
152,10,,1.0,0.5194616317749023
152,25,,1.0,1.1981325149536133
152,40,,1.0,1.093461513519287
152,55,,1.0,1.309105396270752
152,70,,1.0,1.637284755706787
152,85,,1.0,1.986950159072876
152,100,,1.0,2.561417579650879
153,10,,1.0,0.5908613204956055
153,25,,1.0,2.4880051612854004
153,40,,1.0,1.0270740985870361
153,55,,1.0,1.3138597011566162
153,70,,1.0,1.606569528579712
153,85,,1.0,3.914480686187744
153,100,,1.0,2.3135602474212646
154,10,,1.0,0.31876659393310547
154,25,,1.0,0.6627099514007568
154,40,,1.0,1.180196762084961
154,55,,1.0,1.3735148906707764
154,70,,1.0,1.7106835842132568
154,85,,1.0,2.0202436447143555
154,100,,1.0,4.5246922969818115
155,10,,1.0,0.31002044677734375
155,25,,1.0,0.6428782939910889
155,40,,1.0,0.9910581111907959
155,55,,1.0,1.3249142169952393
155,70,,1.0,1.6684892177581787
155,85,,1.0,1.9819202423095703
155,100,,1.0,2.3317017555236816
156,10,,1.0,0.3137962818145752
156,25,,1.0,0.6486916542053223
156,40,,1.0,1.1523401737213135
156,55,,1.0,1.391106128692627
156,70,,1.0,1.7365589141845703
156,85,,1.0,1.969590425491333
156,100,,1.0,2.3420417308807373
157,10,,1.0,0.7629561424255371
157,25,,1.0,0.6484744548797607
157,40,,1.0,0.9855759143829346
157,55,,1.0,1.3205459117889404
157,70,,1.0,1.6302127838134766
157,85,,1.0,1.977217435836792
157,100,,1.0,2.2910704612731934
158,10,,1.0,0.7490553855895996
158,25,,1.0,0.6341683864593506
158,40,,1.0,1.086902141571045
158,55,,1.0,1.3088347911834717
158,70,,1.0,3.219283103942871
158,85,,1.0,1.9751787185668945
158,100,,1.0,2.316483736038208
159,10,,1.0,2.098496198654175
159,25,,1.0,1.7586023807525635
159,40,,1.0,1.8509695529937744
159,55,,1.0,1.3131191730499268
159,70,,1.0,1.6177968978881836
159,85,,1.0,1.9787499904632568
159,100,,1.0,2.3102359771728516
160,10,,1.0,1.1984283924102783
160,25,,1.0,0.6367442607879639
160,40,,1.0,1.1012680530548096
160,55,,1.0,1.2893073558807373
160,70,,1.0,1.6391165256500244
160,85,,1.0,1.9896941184997559
160,100,,1.0,2.318665027618408
161,10,,1.0,1.4209463596343994
161,25,,1.0,0.629364013671875
161,40,,1.0,0.9593806266784668
161,55,,1.0,2.5365076065063477
161,70,,1.0,1.6263697147369385
161,85,,1.0,5.785768508911133
161,100,,1.0,2.3207621574401855
162,10,,1.0,0.7511224746704102
162,25,,1.0,1.19881272315979
162,40,,1.0,1.0989189147949219
162,55,,1.0,1.3145053386688232
162,70,,1.0,1.6251728534698486
162,85,,1.0,1.9843475818634033
162,100,,1.0,2.3130719661712646
163,10,,1.0,1.654714822769165
163,25,,1.0,1.198648452758789
163,40,,1.0,1.8786952495574951
163,55,,1.0,1.3115301132202148
163,70,,1.0,1.6479277610778809
163,85,,1.0,1.9849610328674316
163,100,,1.0,2.321969509124756
164,10,,1.0,0.7438614368438721
164,25,,1.0,1.19450044631958
164,40,,1.0,1.1039707660675049
164,55,,1.0,1.3262569904327393
164,70,,1.0,1.6493606567382812
164,85,,1.0,1.9738867282867432
164,100,,1.0,2.31892466545105
165,10,,1.0,1.1990718841552734
165,25,,1.0,1.1903190612792969
165,40,,1.0,0.9699466228485107
165,55,,1.0,1.3209762573242188
165,70,,1.0,1.6638805866241455
165,85,,1.0,1.9916024208068848
165,100,,1.0,2.3223259449005127
166,10,,1.0,0.5251588821411133
166,25,,1.0,0.6341800689697266
166,40,,1.0,1.097226858139038
166,55,,1.0,1.2957422733306885
166,70,,1.0,3.1957712173461914
166,85,,1.0,3.8600785732269287
166,100,,1.0,2.323857069015503
167,10,,1.0,0.5194680690765381
167,25,,1.0,0.6294405460357666
167,40,,1.0,0.974290132522583
167,55,,1.0,2.504890203475952
167,70,,1.0,1.642890214920044
167,85,,1.0,1.9773004055023193
167,100,,1.0,2.312786340713501
168,10,,1.0,0.2981710433959961
168,25,,1.0,0.6320123672485352
168,40,,1.0,1.0815918445587158
168,55,,1.0,1.3050920963287354
168,70,,1.0,1.6164765357971191
168,85,,1.0,3.88643217086792
168,100,,1.0,2.30967378616333
169,10,,1.0,0.7450413703918457
169,25,,1.0,0.6356427669525146
169,40,,1.0,0.9701519012451172
169,55,,1.0,1.290454387664795
169,70,,1.0,1.6188139915466309
169,85,,1.0,1.9780476093292236
169,100,,1.0,2.3140385150909424
170,10,,1.0,0.5254230499267578
170,25,,1.0,0.6349432468414307
170,40,,1.0,1.0865745544433594
170,55,,1.0,1.3063743114471436
170,70,,1.0,1.652367353439331
170,85,,1.0,7.663041353225708
170,100,,1.0,2.3230948448181152
171,10,,1.0,0.7508060932159424
171,25,,1.0,0.6333870887756348
171,40,,1.0,0.9682633876800537
171,55,,1.0,1.311953067779541
171,70,,1.0,1.6391606330871582
171,85,,1.0,3.881269931793213
171,100,,1.0,2.279878616333008
172,10,,1.0,0.2980966567993164
172,25,,1.0,0.6277151107788086
172,40,,1.0,1.9917058944702148
172,55,,1.0,1.3075952529907227
172,70,,1.0,1.6195869445800781
172,85,,1.0,1.9738597869873047
172,100,,1.0,4.5324060916900635
173,10,,1.0,0.7477211952209473
173,25,,1.0,1.1844260692596436
173,40,,1.0,0.9680571556091309
173,55,,1.0,1.307847023010254
173,70,,1.0,1.647261142730713
173,85,,1.0,1.9653329849243164
173,100,,1.0,2.3244106769561768
174,10,,1.0,1.6498134136199951
174,25,,1.0,0.6288423538208008
174,40,,1.0,1.0956130027770996
174,55,,1.0,2.5200035572052
174,70,,1.0,1.6474385261535645
174,85,,1.0,1.9888737201690674
174,100,,1.0,2.3145787715911865
175,10,,1.0,0.3001980781555176
175,25,,1.0,0.633270263671875
175,40,,1.0,0.9712796211242676
175,55,,1.0,1.3104825019836426
175,70,,1.0,1.6457438468933105
175,85,,1.0,1.95103120803833
175,100,,1.0,2.331937551498413
176,10,,1.0,0.750239372253418
176,25,,1.0,1.1953988075256348
176,40,,1.0,2.8863699436187744
176,55,,1.0,1.3221514225006104
176,70,,1.0,1.6283667087554932
176,85,,1.0,1.9854419231414795
176,100,,1.0,2.3172194957733154
177,10,,1.0,0.5243692398071289
177,25,,1.0,0.6409921646118164
177,40,,1.0,0.9837894439697266
177,55,,1.0,1.3224594593048096
177,70,,1.0,1.6396369934082031
177,85,,1.0,1.9822003841400146
177,100,,1.0,2.325148820877075
178,10,,1.0,0.5253229141235352
178,25,,1.0,0.6284515857696533
178,40,,1.0,1.0933246612548828
178,55,,1.0,1.3039898872375488
178,70,,1.0,3.215665340423584
178,85,,1.0,1.9628188610076904
178,100,,1.0,2.3211772441864014
179,10,,1.0,0.5235064029693604
179,25,,1.0,0.6361520290374756
179,40,,1.0,1.8922102451324463
179,55,,1.0,1.3251841068267822
179,70,,1.0,1.662820816040039
179,85,,1.0,1.9993007183074951
179,100,,1.0,2.2825329303741455
180,10,,1.0,2.332686424255371
180,25,,1.0,0.6398930549621582
180,40,,1.0,1.0972743034362793
180,55,,1.0,1.3124208450317383
180,70,,1.0,1.6418089866638184
180,85,,1.0,1.981349229812622
180,100,,1.0,2.3256027698516846
181,10,,1.0,0.7532403469085693
181,25,,1.0,1.1943540573120117
181,40,,1.0,0.9608838558197021
181,55,,1.0,3.7750813961029053
181,70,,1.0,1.656275749206543
181,85,,1.0,1.9889061450958252
181,100,,1.0,2.314983367919922
182,10,,1.0,0.5252416133880615
182,25,,1.0,0.6256799697875977
182,40,,1.0,1.1013495922088623
182,55,,1.0,1.3181798458099365
182,70,,1.0,1.6500344276428223
182,85,,1.0,1.9822099208831787
182,100,,1.0,2.293438673019409
183,10,,1.0,0.5242364406585693
183,25,,1.0,0.6244721412658691
183,40,,1.0,0.9757511615753174
183,55,,1.0,1.3106491565704346
183,70,,1.0,1.6587088108062744
183,85,,1.0,1.9775214195251465
183,100,,1.0,2.3096964359283447
184,10,,1.0,0.2955653667449951
184,25,,1.0,1.1975350379943848
184,40,,1.0,1.0857353210449219
184,55,,1.0,2.5272626876831055
184,70,,1.0,1.6447908878326416
184,85,,1.0,1.9817850589752197
184,100,,1.0,2.320775032043457
185,10,,1.0,0.2978367805480957
185,25,,1.0,1.1830403804779053
185,40,,1.0,0.9586384296417236
185,55,,1.0,1.3076732158660889
185,70,,1.0,1.6653454303741455
185,85,,1.0,2.001894235610962
185,100,,1.0,2.340141773223877
186,10,,1.0,0.9808356761932373
186,25,,1.0,0.6305289268493652
186,40,,1.0,1.087540864944458
186,55,,1.0,1.307981252670288
186,70,,1.0,1.6499810218811035
186,85,,1.0,1.9900827407836914
186,100,,1.0,2.335728406906128
187,10,,1.0,0.7547571659088135
187,25,,1.0,0.6334476470947266
187,40,,1.0,0.9653046131134033
187,55,,1.0,1.3001363277435303
187,70,,1.0,1.6506099700927734
187,85,,1.0,1.9890356063842773
187,100,,1.0,2.325258255004883
188,10,,1.0,0.5261461734771729
188,25,,1.0,1.2032265663146973
188,40,,1.0,1.0994911193847656
188,55,,1.0,1.316800832748413
188,70,,1.0,1.6279499530792236
188,85,,1.0,1.9900193214416504
188,100,,1.0,4.527630567550659
189,10,,1.0,0.30078625679016113
189,25,,1.0,0.6291813850402832
189,40,,1.0,0.9746148586273193
189,55,,1.0,1.3132240772247314
189,70,,1.0,1.6477317810058594
189,85,,1.0,3.8714232444763184
189,100,,1.0,2.330380916595459
190,10,,1.0,0.7500226497650146
190,25,,1.0,0.6403763294219971
190,40,,1.0,1.997452735900879
190,55,,1.0,1.3168907165527344
190,70,,1.0,1.6535429954528809
190,85,,1.0,1.9949543476104736
190,100,,1.0,2.2887094020843506
191,10,,1.0,0.5259432792663574
191,25,,1.0,0.6270403861999512
191,40,,1.0,0.9746909141540527
191,55,,1.0,1.2896549701690674
191,70,,1.0,1.6492207050323486
191,85,,1.0,1.9647374153137207
191,100,,1.0,2.286893129348755
192,10,,1.0,0.7521531581878662
192,25,,1.0,0.6391277313232422
192,40,,1.0,1.0951011180877686
192,55,,1.0,1.3122591972351074
192,70,,1.0,3.199148178100586
192,85,,1.0,1.9592373371124268
192,100,,1.0,2.327723264694214
193,10,,1.0,0.7518384456634521
193,25,,1.0,0.6243977546691895
193,40,,1.0,0.9652962684631348
193,55,,1.0,1.2953414916992188
193,70,,1.0,1.6197741031646729
193,85,,1.0,1.982950210571289
193,100,,1.0,2.296165704727173
194,10,,1.0,0.9694795608520508
194,25,,1.0,0.6343367099761963
194,40,,1.0,1.0963623523712158
194,55,,1.0,1.3088586330413818
194,70,,1.0,1.641923427581787
194,85,,1.0,1.973154067993164
194,100,,1.0,2.314173698425293
195,10,,1.0,0.29588961601257324
195,25,,1.0,0.631171464920044
195,40,,1.0,0.9587574005126953
195,55,,1.0,2.547938823699951
195,70,,1.0,1.6500508785247803
195,85,,1.0,1.9643011093139648
195,100,,1.0,2.2979986667633057
196,10,,1.0,0.5167121887207031
196,25,,1.0,0.6330368518829346
196,40,,1.0,1.0838768482208252
196,55,,1.0,1.3110663890838623
196,70,,1.0,1.630573034286499
196,85,,1.0,2.0096263885498047
196,100,,1.0,2.3387606143951416
197,10,,1.0,0.9801440238952637
197,25,,1.0,0.6426587104797363
197,40,,1.0,0.9827115535736084
197,55,,1.0,1.293308973312378
197,70,,1.0,1.6160674095153809
197,85,,1.0,1.9803481101989746
197,100,,1.0,2.322280168533325
198,10,,1.0,0.7453382015228271
198,25,,1.0,0.6357467174530029
198,40,,1.0,1.0958666801452637
198,55,,1.0,1.3086433410644531
198,70,,1.0,1.6455416679382324
198,85,,1.0,1.9566900730133057
198,100,,1.0,2.328303098678589
199,10,,1.0,0.5163636207580566
199,25,,1.0,0.6260714530944824
199,40,,1.0,0.9641706943511963
199,55,,1.0,1.3008828163146973
199,70,,1.0,1.6523962020874023
199,85,,1.0,1.9520151615142822
199,100,,1.0,4.572802305221558
