exp_name,num_steps,distortion,eta,omega,validity_mean,validity_std,vun_mean,vun_std,mmd_mean,mmd_std,mae_mean,time,samples_to_generate,condition_value
qm9_with_h_conditional.ckpt,20,polydec,150.0,1.0,35.546875,0.0,,,0.33018673020894096,0.0,1.938385,"(43.178938150405884, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,20,polydec,200.0,0.0,31.787109375,0.0,,,0.31170425263965423,0.0,4.504547,"(43.31422781944275, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,20,polydec,200.0,0.2,31.4453125,0.0,,,0.3062380969755048,0.0,9.112477,"(43.171186447143555, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,20,polydec,200.0,0.4,31.884765625,0.0,,,0.31207005626182627,0.0,8.676137,"(43.26977014541626, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,20,polydec,200.0,0.6000000000000001,30.908203125,0.0,,,0.3076443011395915,0.0,0.0,"(18.764796257019043, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,20,polydec,200.0,0.8,30.76171875,0.0,,,0.3032833949137421,0.0,0.0,"(18.758495092391968, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,20,polydec,200.0,1.0,32.177734375,0.0,,,0.3147669170795474,0.0,23.363983,"(18.743919134140015, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,20,polydec,250.0,0.0,26.220703125,0.0,,,0.28550486823193344,0.0,34.536133,"(18.750059127807617, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,20,polydec,250.0,0.2,27.001953125,0.0,,,0.29569309614422,0.0,49.722725,"(43.16963315010071, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,20,polydec,250.0,0.4,27.099609375,0.0,,,0.2954509087419842,0.0,49.722725,"(43.061208963394165, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,20,polydec,250.0,0.6000000000000001,27.685546875,0.0,,,0.29246921869143405,0.0,56.264606,"(41.57042860984802, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,20,polydec,250.0,0.8,27.24609375,0.0,,,0.2922681950407083,0.0,61.350067,"(36.48093390464783, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,20,polydec,250.0,1.0,28.3203125,0.0,,,0.2867872319650687,0.0,56.644745,"(18.751381635665894, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,0.0,0.0,81.787109375,0.0,,,0.39612173494859737,0.0,4.8158393,"(60.9508376121521, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,0.0,0.2,84.375,0.0,,,0.3919589936184591,0.0,5.862148,"(63.862619400024414, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,0.0,0.4,84.765625,0.0,,,0.39396402159073995,0.0,6.745649,"(62.08265495300293, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,0.0,0.6000000000000001,86.1328125,0.0,,,0.3680255239778171,0.0,18.495031,"(28.101232051849365, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,0.0,0.8,84.375,0.0,,,0.3694217357837936,0.0,16.971912,"(63.86046051979065, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,0.0,1.0,86.669921875,0.0,,,0.36217233264567394,0.0,2.9409363,"(62.23978781700134, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,25.0,0.0,76.26953125,0.0,,,0.43337691591262256,0.0,6.151184,"(63.73759627342224, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,25.0,0.2,76.611328125,0.0,,,0.43101262071444957,0.0,13.21139,"(32.286967039108276, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,25.0,0.4,77.783203125,0.0,,,0.4352370626212657,0.0,8.787609,"(61.95141005516052, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,25.0,0.6000000000000001,79.541015625,0.0,,,0.40465253516142363,0.0,8.337433,"(62.24089813232422, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,25.0,0.8,81.005859375,0.0,,,0.4228632112015882,0.0,10.791539,"(63.79846954345703, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,25.0,1.0,79.931640625,0.0,,,0.4181233235107357,0.0,6.907972,"(28.176745414733887, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,50.0,0.0,74.0234375,0.0,,,0.3978822772070286,0.0,13.83105,"(62.00740337371826, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,50.0,0.2,76.513671875,0.0,,,0.40698088560831003,0.0,14.143988,"(63.6381618976593, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,50.0,0.4,74.8046875,0.0,,,0.38761993264664607,0.0,12.797165,"(63.74797201156616, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,50.0,0.6000000000000001,75.68359375,0.0,,,0.3830781594616864,0.0,18.501692,"(57.53731894493103, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,50.0,0.8,75.537109375,0.0,,,0.38975618783705474,0.0,11.817967,"(63.84035801887512, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,50.0,1.0,75.78125,0.0,,,0.38550892634509126,0.0,15.078862,"(64.0501434803009, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,100.0,0.0,68.408203125,0.0,,,0.3792421696095303,0.0,5.008693,"(55.52316951751709, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,100.0,0.2,68.45703125,0.0,,,0.37809498277246845,0.0,13.642034,"(63.90804362297058, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,100.0,0.4,70.263671875,0.0,,,0.38591416146592716,0.0,20.93742,"(64.05531740188599, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,100.0,0.6000000000000001,68.65234375,0.0,,,0.3905005403405649,0.0,14.910304,"(62.25852584838867, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,100.0,0.8,66.943359375,0.0,,,0.38329907633135846,0.0,10.592485,"(34.46837520599365, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,100.0,1.0,68.701171875,0.0,,,0.3720434296622749,0.0,19.046007,"(63.882890462875366, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,150.0,0.0,61.767578125,0.0,,,0.38651326384754014,0.0,12.033241,"(62.12266492843628, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,150.0,0.2,62.59765625,0.0,,,0.39663780115627145,0.0,11.472382,"(62.230401277542114, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,150.0,0.4,62.59765625,0.0,,,0.3798646348511915,0.0,11.920654,"(28.164321184158325, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,150.0,0.6000000000000001,64.306640625,0.0,,,0.37370056019901443,0.0,12.022362,"(63.80010747909546, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,150.0,0.8,65.185546875,0.0,,,0.374061323493058,0.0,21.1857,"(63.854697465896606, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,150.0,1.0,65.283203125,0.0,,,0.3799923495392503,0.0,24.960186,"(62.0225043296814, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,200.0,0.0,57.71484375,0.0,,,0.3811238903205313,0.0,11.176819,"(28.105813026428223, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,200.0,0.2,59.08203125,0.0,,,0.3807783003517293,0.0,5.125814,"(28.103667974472046, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,200.0,0.4,59.86328125,0.0,,,0.36765762588538375,0.0,10.696218,"(28.089914083480835, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,200.0,0.6000000000000001,59.9609375,0.0,,,0.37415694852605064,0.0,2.4627914,"(28.09695601463318, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,200.0,0.8,60.107421875,0.0,,,0.37583444198448057,0.0,2.0212708,"(28.102370262145996, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,200.0,1.0,59.765625,0.0,,,0.37497682992963977,0.0,8.878876,"(28.085761785507202, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,250.0,0.0,54.1015625,0.0,,,0.3750592243292914,0.0,16.059101,"(28.081616640090942, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,250.0,0.2,54.39453125,0.0,,,0.37266223969149637,0.0,10.360992,"(28.11147904396057, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,250.0,0.4,55.17578125,0.0,,,0.36489207156346265,0.0,9.939062,"(28.11909580230713, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,250.0,0.6000000000000001,56.689453125,0.0,,,0.35937099815277573,0.0,17.08932,"(28.056068181991577, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,250.0,0.8,56.73828125,0.0,,,0.369711713238347,0.0,23.837677,"(28.056394815444946, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,30,polydec,250.0,1.0,57.275390625,0.0,,,0.3568821452527331,0.0,9.694311,"(28.06095266342163, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,0.0,0.0,86.42578125,0.0,,,0.3865216518156067,0.0,3.4675598,"(37.34930992126465, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,0.0,0.2,87.59765625,0.0,,,0.40499880932657895,0.0,6.535675,"(37.34811329841614, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,0.0,0.4,85.546875,0.0,,,0.38146245017698166,0.0,6.892765,"(37.356464862823486, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,0.0,0.6000000000000001,87.158203125,0.0,,,0.3747101639493251,0.0,6.561466,"(37.3640398979187, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,0.0,0.8,87.59765625,0.0,,,0.3645832964953337,0.0,13.838057,"(37.351797342300415, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,0.0,1.0,86.669921875,0.0,,,0.3619586310451967,0.0,12.58429,"(37.355467319488525, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,25.0,0.0,80.95703125,0.0,,,0.43057870542099075,0.0,16.549816,"(37.37700152397156, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,25.0,0.2,84.375,0.0,,,0.43066767775545955,0.0,26.67132,"(37.362236738204956, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,25.0,0.4,85.64453125,0.0,,,0.4262417462199214,0.0,22.289572,"(37.36216974258423, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,25.0,0.6000000000000001,85.83984375,0.0,,,0.42002615008448607,0.0,10.980443,"(37.35395574569702, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,25.0,0.8,85.15625,0.0,,,0.4158427969790531,0.0,21.015276,"(37.35972595214844, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,25.0,1.0,85.693359375,0.0,,,0.40568487846583323,0.0,10.589735,"(37.37750506401062, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,50.0,0.0,81.494140625,0.0,,,0.40319218264439727,0.0,8.739044,"(37.362321615219116, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,50.0,0.2,83.056640625,0.0,,,0.41261650000920747,0.0,3.9200096,"(37.36124229431152, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,50.0,0.4,84.08203125,0.0,,,0.4122522041890756,0.0,21.59151,"(37.338233947753906, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,50.0,0.6000000000000001,84.619140625,0.0,,,0.3864095213260707,0.0,8.740889,"(37.34417772293091, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,50.0,0.8,85.05859375,0.0,,,0.3984141861983172,0.0,15.834281,"(37.34403109550476, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,50.0,1.0,83.740234375,0.0,,,0.39776639722318463,0.0,9.926784,"(37.345765113830566, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,100.0,0.0,80.419921875,0.0,,,0.3723130249187684,0.0,17.069635,"(37.35204839706421, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,100.0,0.2,82.080078125,0.0,,,0.38197607916107834,0.0,8.916985,"(37.358097076416016, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,100.0,0.4,81.0546875,0.0,,,0.392589013999973,0.0,14.433788,"(37.35195875167847, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,100.0,0.6000000000000001,80.95703125,0.0,,,0.3841421865079113,0.0,18.52442,"(37.34504985809326, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,100.0,0.8,81.201171875,0.0,,,0.4069783277882442,0.0,19.824871,"(37.374916315078735, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,100.0,1.0,80.810546875,0.0,,,0.406479200567301,0.0,6.037735,"(37.39562368392944, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,150.0,0.0,77.83203125,0.0,,,0.3824995148844528,0.0,22.42912,"(37.35434079170227, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,150.0,0.2,77.63671875,0.0,,,0.3823437749623852,0.0,15.542705,"(37.34515595436096, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,150.0,0.4,77.099609375,0.0,,,0.3572097002057334,0.0,14.806752,"(37.37733459472656, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,150.0,0.6000000000000001,78.173828125,0.0,,,0.3728786525705208,0.0,15.188202,"(37.350547552108765, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,150.0,0.8,77.63671875,0.0,,,0.35797851303037154,0.0,19.072178,"(37.350733041763306, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,150.0,1.0,79.1015625,0.0,,,0.35392558983394073,0.0,11.889073,"(37.35168814659119, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,200.0,0.0,74.4140625,0.0,,,0.34980334132992286,0.0,9.298653,"(37.36750936508179, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,200.0,0.2,76.3671875,0.0,,,0.3492102261732518,0.0,9.416601,"(37.35278940200806, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,200.0,0.4,76.5625,0.0,,,0.3540736749923621,0.0,12.530116,"(37.3404757976532, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,200.0,0.6000000000000001,76.416015625,0.0,,,0.3570807333267093,0.0,20.244503,"(37.36644625663757, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,200.0,0.8,77.294921875,0.0,,,0.35777332857806854,0.0,12.234536,"(37.36647653579712, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,200.0,1.0,76.5625,0.0,,,0.34500788549478123,0.0,8.675293,"(37.397600412368774, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,250.0,0.0,71.875,0.0,,,0.3386187608145822,0.0,6.6804123,"(37.376408100128174, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,250.0,0.2,72.65625,0.0,,,0.3564086106835451,0.0,8.397383,"(37.38417053222656, 0.0)",2048,-400
