steps,run_index,condition_value,execution_time_sec,mae,validity
70,106,-362.62790898170783,1.6347322463989258,,1.0
70,107,-449.50069659871207,1.6343181133270264,,1.0
70,108,-415.68839704093097,1.6110641956329346,,1.0
70,109,-417.21607913303313,1.641113519668579,,1.0
70,110,-431.6438892278942,1.634294033050537,,1.0
70,111,-367.94449872780865,1.6375670433044434,,1.0
70,112,-458.2678508311485,1.6356127262115479,,1.0
70,113,-452.7382007419978,1.6294176578521729,,1.0
70,114,-394.06051842104375,1.7372126579284668,,1.0
70,115,-405.1625435370912,4.747080326080322,,1.0
70,116,-360.83435411174526,1.6096277236938477,,1.0
70,117,-364.1468869289806,1.6313977241516113,,1.0
70,118,-429.82685838691623,2.058516502380371,,1.0
70,119,-387.0280374868766,2.5104551315307617,,1.0
70,120,-391.9086004760011,2.657088279724121,,1.0
70,121,-439.29253787982486,2.3138954639434814,,1.0
70,122,-392.2737064705569,2.2883081436157227,,1.0
70,123,-392.79690014466496,1.909111499786377,,1.0
70,124,-434.702153354168,1.8782298564910889,,1.0
70,125,-438.97632020567056,6.499191522598267,,1.0
70,126,-384.6453881433207,1.6323418617248535,,1.0
70,127,-352.6072508520349,1.6399569511413574,,1.0
70,128,-350.91282166086273,1.764826774597168,,1.0
70,129,-415.136673620489,3.1896119117736816,,1.0
70,130,-360.5044839022562,1.6114528179168701,,1.0
70,131,-378.0644769632047,3.1815786361694336,,1.0
70,132,-367.3125058372974,3.170642137527466,,1.0
70,133,-427.3661070378677,1.6350934505462646,,1.0
70,134,-404.9845755622083,3.1799659729003906,,1.0
70,135,-425.18489384595495,1.6195085048675537,,1.0
70,136,-381.18588257469304,1.635873794555664,,1.0
70,137,-390.0339497831015,1.6221725940704346,,1.0
70,138,-454.38362894656734,1.6205518245697021,,1.0
70,139,-355.3558041886674,1.6370189189910889,,1.0
70,140,-428.61625282557645,3.177314043045044,,1.0
70,141,-454.2488901566109,1.6223843097686768,,1.0
70,142,-448.87416921054046,3.3194148540496826,,1.0
70,143,-394.1470834122263,1.6364336013793945,,1.0
70,144,-416.998826063831,1.63987135887146,,1.0
70,145,-450.52731370099366,1.6261909008026123,,1.0
70,146,-381.33563819603035,1.615494966506958,,1.0
70,147,-458.3044038875641,3.165557861328125,,1.0
70,148,-380.65519528211564,1.6179945468902588,,1.0
70,149,-394.6751652720009,1.6421422958374023,,1.0
70,150,-418.67349216322475,1.608017921447754,,1.0
70,151,-412.1665240063452,1.6191327571868896,,1.0
70,152,-377.02519419698945,1.613072395324707,,1.0
70,153,-435.3556956821789,1.6311864852905273,,1.0
70,154,-389.61511599212287,1.6221227645874023,,1.0
70,155,-441.1479992624865,1.6424503326416016,,1.0
70,156,-351.5718334578829,1.7629966735839844,,1.0
70,157,-425.0960088740555,1.6347942352294922,,1.0
70,158,-392.71157943460776,1.64235520362854,,1.0
70,159,-452.06377088802884,1.635213851928711,,1.0
70,160,-379.101232030273,1.6388282775878906,,1.0
70,161,-433.2844885915659,4.680023908615112,,1.0
70,162,-429.99249807435234,4.765605449676514,,1.0
70,163,-419.86919623637766,1.6444098949432373,,1.0
70,164,-437.94011239212597,1.6365242004394531,,1.0
70,165,-417.2598311282263,1.6341660022735596,,1.0
70,166,-416.1558974576039,1.635765790939331,,1.0
70,167,-446.64263299354593,1.6238090991973877,,1.0
70,168,-405.91926358165097,1.6172850131988525,,1.0
70,169,-393.68941905623916,1.6194179058074951,,1.0
70,170,-397.7404758887036,1.7906041145324707,,1.0
70,171,-426.71647623470005,1.6558165550231934,,1.0
70,172,-353.8096415397051,1.6618716716766357,,1.0
70,173,-396.4308247785752,1.6541144847869873,,1.0
70,174,-360.7456419966703,1.6449437141418457,,1.0
70,175,-447.54875680518165,1.6421732902526855,,1.0
70,176,-356.38497202206804,1.643092393875122,,1.0
70,177,-392.5311107568077,3.2061967849731445,,1.0
70,178,-365.9463854195645,1.648080825805664,,1.0
70,179,-439.3646213094501,1.6408967971801758,,1.0
70,180,-424.5041558909741,3.2057363986968994,,1.0
70,181,-359.7592781590745,3.18719220161438,,1.0
70,182,-434.18458629999924,3.186624050140381,,1.0
70,183,-354.64348256710264,1.6423020362854004,,1.0
70,184,-412.82692098483085,3.336996078491211,,1.0
70,185,-426.73250155378844,1.621263027191162,,1.0
70,186,-433.94082259289263,1.642594575881958,,1.0
70,187,-450.4276708805192,3.2053987979888916,,1.0
70,188,-365.6553318162685,1.6267218589782715,,1.0
70,189,-411.54104908434806,1.6247520446777344,,1.0
70,190,-441.5894662968005,1.647202491760254,,1.0
70,191,-363.6034223156123,1.6321730613708496,,1.0
70,192,-409.9093306974075,3.2108776569366455,,1.0
70,193,-414.4712108970984,3.1832492351531982,,1.0
70,194,-370.353435010354,1.619753360748291,,1.0
70,195,-456.3371296334308,1.6371710300445557,,1.0
70,196,-423.2296882339211,1.628568172454834,,1.0
70,197,-400.1173329635868,1.6452527046203613,,1.0
70,198,-398.40831579912845,1.7710578441619873,,1.0
70,199,-363.13123460131965,1.6423592567443848,,1.0
70,0,-430.9776406358071,2.208427906036377,,1.0
70,1,-376.3247765284766,1.7012100219726562,,1.0
70,2,-372.1279807684899,1.6941239833831787,,1.0
70,3,-351.94180778596296,3.417177438735962,,1.0
70,4,-441.8324988213277,1.6912071704864502,,1.0
70,5,-364.3897976080558,1.6732923984527588,,1.0
70,6,-427.1617979385074,1.6715197563171387,,1.0
70,7,-351.25114148742625,3.256463050842285,,1.0
70,8,-423.2967690125351,1.6819305419921875,,1.0
70,9,-397.2016835795532,1.6793432235717773,,1.0
70,10,-453.4169343349492,1.673032283782959,,1.0
70,11,-408.00689663414965,1.6707079410552979,,1.0
70,12,-369.67309049313474,1.6894347667694092,,1.0
70,13,-450.0203875363344,3.2737624645233154,,1.0
70,14,-399.455097006914,1.6680448055267334,,1.0
70,15,-415.4411412560174,1.67319917678833,,1.0
70,16,-453.73730131124256,1.80949068069458,,1.0
70,17,-425.6871388496065,1.6726994514465332,,1.0
70,18,-441.9845401792358,1.6721694469451904,,1.0
70,19,-365.09407314496923,1.6775977611541748,,1.0
70,20,-407.06334235509155,3.274646282196045,,1.0
70,21,-382.91381072234964,1.676861047744751,,1.0
70,22,-430.3647513476015,1.677065134048462,,1.0
70,23,-439.9681079756673,1.67303466796875,,1.0
70,24,-423.2596769611494,1.68206787109375,,1.0
70,25,-380.49108262774615,1.6989185810089111,,1.0
70,26,-395.7651643623967,1.6648707389831543,,1.0
70,27,-424.76709620592004,1.666438102722168,,1.0
70,28,-378.22391053603616,1.6814255714416504,,1.0
70,29,-397.895916496607,1.6628148555755615,,1.0
70,30,-378.6283302219135,1.80299711227417,,1.0
70,31,-447.6494189766339,1.6783292293548584,,1.0
70,32,-393.1922036515313,1.6538610458374023,,1.0
70,33,-426.6332418625002,3.309493064880371,,1.0
70,34,-448.1442522990726,1.8070015907287598,,1.0
70,35,-375.0513558900859,1.653400182723999,,1.0
70,36,-363.5200879348314,1.6305840015411377,,1.0
70,37,-383.9867004766015,3.2229530811309814,,1.0
70,38,-411.7117222937737,1.6227209568023682,,1.0
70,39,-377.63378630017,1.6471567153930664,,1.0
70,40,-444.6912689751998,4.835353851318359,,1.0
70,41,-367.5873641329884,1.6918323040008545,,1.0
70,42,-432.46959505357404,1.6465916633605957,,1.0
70,43,-389.94946359696286,1.6390159130096436,,1.0
70,44,-433.5788734269689,1.7464625835418701,,1.0
70,45,-386.58670416546545,1.6287415027618408,,1.0
70,46,-379.49624218799767,1.6189031600952148,,1.0
70,47,-435.21957867890086,1.6377589702606201,,1.0
70,48,-432.04295293593344,1.6360266208648682,,1.0
70,49,-353.4214129248162,1.6393380165100098,,1.0
70,50,-387.6755667708743,1.658050298690796,,1.0
70,51,-374.10592223308777,1.6243443489074707,,1.0
70,52,-407.3534233911274,1.650867223739624,,1.0
70,53,-392.5084635616806,1.6324918270111084,,1.0
70,54,-364.27198261706013,1.6200177669525146,,1.0
70,55,-407.4748565517401,1.6397833824157715,,1.0
70,56,-432.48915833073653,1.6171035766601562,,1.0
70,57,-352.81918225247574,1.7176196575164795,,1.0
70,58,-408.07953959729645,3.4271535873413086,,1.0
70,59,-377.602951900572,1.667715311050415,,1.0
70,60,-350.4194453308932,1.6583466529846191,,1.0
70,61,-389.93776821206865,1.652207612991333,,1.0
70,62,-416.5249284748922,1.6614902019500732,,1.0
70,63,-419.9457622581983,1.6751983165740967,,1.0
70,64,-390.67880857087346,1.6521170139312744,,1.0
70,65,-420.33788803994173,1.6541080474853516,,1.0
70,66,-451.3746316488512,1.6664869785308838,,1.0
70,67,-453.60391870489417,1.673476219177246,,1.0
70,68,-374.8715273027511,1.6623075008392334,,1.0
70,69,-398.1983721297344,1.6744492053985596,,1.0
70,70,-387.1838183564631,1.6617162227630615,,1.0
70,71,-442.91115371446716,1.664560079574585,,1.0
70,72,-448.72838787516514,1.7746458053588867,,1.0
70,73,-380.4239911659325,1.6625261306762695,,1.0
70,74,-399.35387933769334,1.6417253017425537,,1.0
70,75,-426.95870797060485,1.666769027709961,,1.0
70,76,-455.13333005111485,3.257420063018799,,1.0
70,77,-439.397628572088,1.6360905170440674,,1.0
70,78,-406.7823495078677,1.6619620323181152,,1.0
70,79,-413.6600547385617,1.6609208583831787,,1.0
70,80,-454.79680247664874,3.2408652305603027,,1.0
70,81,-456.9780442969876,1.6557340621948242,,1.0
70,82,-443.47767464256185,2.0368967056274414,,1.0
70,83,-411.39402994848575,2.3871214389801025,,1.0
70,84,-452.298919251363,2.2875704765319824,,1.0
70,85,-385.37128252170555,1.7960388660430908,,1.0
70,86,-402.78779474797324,1.9555752277374268,,1.0
70,87,-448.66214175728305,1.6835718154907227,,1.0
70,88,-431.57165333342743,1.6405715942382812,,1.0
70,89,-372.3265115220563,1.638197660446167,,1.0
70,90,-402.3411523605132,1.6352288722991943,,1.0
70,91,-451.9891885329324,1.642822027206421,,1.0
70,92,-370.9371862163739,1.6558594703674316,,1.0
70,93,-456.8707801614876,1.6387369632720947,,1.0
70,94,-352.7668449351498,1.6516880989074707,,1.0
70,95,-391.9037963332127,1.6508557796478271,,1.0
70,96,-415.4482880369015,1.650517225265503,,1.0
70,97,-454.14491718678363,3.2156333923339844,,1.0
70,98,-417.36027475650076,1.6610774993896484,,1.0
70,99,-413.59460761504107,3.239009141921997,,1.0
70,100,-431.54015959709017,1.784210443496704,,1.0
70,101,-356.2425465704349,1.631554126739502,,1.0
70,102,-433.5147110659376,1.6595311164855957,,1.0
70,103,-369.70601189307666,1.6582140922546387,,1.0
70,104,-400.4983321985699,1.662771463394165,,1.0
70,105,-362.60753809965814,1.6448123455047607,,1.0
70,106,-455.57752593680794,4.814683437347412,,1.0
70,107,-441.9212502520189,1.6556003093719482,,1.0
70,108,-414.8717953847313,1.6559100151062012,,1.0
70,109,-442.616037980656,3.2208681106567383,,1.0
70,110,-435.48200648584384,1.658491849899292,,1.0
70,111,-448.1151613811693,1.6629953384399414,,1.0
70,112,-406.5433185312478,1.653649091720581,,1.0
70,113,-458.60060842140695,1.6609997749328613,,1.0
70,114,-443.2589323956694,1.7679486274719238,,1.0
70,115,-368.71235726935083,1.6750547885894775,,1.0
70,116,-366.7815648851373,1.6791820526123047,,1.0
70,117,-372.6944007528277,1.6468818187713623,,1.0
70,118,-459.67968841800155,1.6468110084533691,,1.0
70,119,-350.1155970911614,1.6419775485992432,,1.0
70,120,-441.30457274376306,1.6619396209716797,,1.0
70,121,-384.6836268972827,1.6604821681976318,,1.0
70,122,-361.15614085404604,1.6612236499786377,,1.0
70,123,-363.3704210948681,3.2396628856658936,,1.0
70,124,-435.6859141691697,1.6526482105255127,,1.0
70,125,-380.4676037288384,1.6685457229614258,,1.0
70,126,-393.8189401666179,1.6628923416137695,,1.0
70,127,-383.0887666869575,4.832900762557983,,1.0
70,128,-426.4436311173507,1.7653920650482178,,1.0
70,129,-403.6844673331743,1.646679162979126,,1.0
70,130,-375.85339995421197,1.656442642211914,,1.0
70,131,-426.9327696687779,1.6465961933135986,,1.0
70,132,-422.1775675214664,1.6590092182159424,,1.0
70,133,-441.69473543549344,3.249469757080078,,1.0
70,134,-389.7860654575047,1.6472957134246826,,1.0
70,135,-359.19082482411665,1.6623594760894775,,1.0
70,136,-357.8936294999629,4.822764873504639,,1.0
70,137,-387.26261255336715,1.6631622314453125,,1.0
70,138,-365.93692034580897,1.6637732982635498,,1.0
70,139,-396.41008897362076,1.6547000408172607,,1.0
70,140,-373.4986439662428,1.6424803733825684,,1.0
70,141,-376.29071424950223,1.6642277240753174,,1.0
70,142,-458.72591752682143,1.765552043914795,,1.0
70,143,-372.0819595776825,1.6625652313232422,,1.0
70,144,-417.0002416615861,1.660287857055664,,1.0
70,145,-372.75117910866254,1.6656975746154785,,1.0
70,146,-395.31497077918914,1.6646170616149902,,1.0
70,147,-456.37734645916515,1.663379192352295,,1.0
70,148,-368.39299338293796,1.659156322479248,,1.0
70,149,-373.7697933542938,1.6601383686065674,,1.0
70,150,-375.6487219355167,3.2514026165008545,,1.0
70,151,-447.50866118758097,1.6649093627929688,,1.0
70,152,-448.47910319120723,1.6616270542144775,,1.0
70,153,-410.8643321712357,1.6364021301269531,,1.0
70,154,-355.40591865020457,1.6544301509857178,,1.0
70,155,-383.72962762808277,3.2394185066223145,,1.0
70,156,-359.23520634508475,1.7683219909667969,,1.0
70,157,-384.1704758470023,1.663848876953125,,1.0
70,158,-378.5799354664347,1.659416675567627,,1.0
70,159,-415.97133330366614,3.2415733337402344,,1.0
70,160,-401.82974092972097,1.656686782836914,,1.0
70,161,-404.71663436065455,6.391791343688965,,1.0
70,162,-355.86401569015914,1.6582651138305664,,1.0
70,163,-408.62234516188914,1.6571807861328125,,1.0
70,164,-389.3843706495123,3.2199244499206543,,1.0
70,165,-360.7540602416953,1.6670358180999756,,1.0
70,166,-354.8014594261875,1.6458234786987305,,1.0
70,167,-356.6978260027181,1.6603312492370605,,1.0
70,168,-417.55384057547303,1.6638641357421875,,1.0
70,169,-351.4567949579289,1.6592226028442383,,1.0
70,170,-414.2035082634763,1.782459020614624,,1.0
70,171,-427.8126151914958,1.6670830249786377,,1.0
70,172,-432.6830361417771,3.2354352474212646,,1.0
70,173,-455.73372775009824,1.6612377166748047,,1.0
70,174,-384.2157408241709,1.6443641185760498,,1.0
70,175,-422.03638409366863,1.6641621589660645,,1.0
70,176,-421.3002660540483,1.6644845008850098,,1.0
70,177,-436.887167673416,1.6408638954162598,,1.0
70,178,-406.3659432774022,1.6616313457489014,,1.0
70,179,-443.054457238319,1.6579885482788086,,1.0
70,180,-355.6478874770565,1.6620678901672363,,1.0
70,181,-422.6943046752553,1.6606440544128418,,1.0
70,182,-390.2242877519328,1.6669280529022217,,1.0
70,183,-386.82333561455795,1.6639423370361328,,1.0
70,184,-374.24419088284134,1.780888319015503,,1.0
70,185,-369.72306419467395,1.6364479064941406,,1.0
70,186,-360.60304064494346,1.658273458480835,,1.0
70,187,-374.3220491961238,3.2250945568084717,,1.0
70,188,-450.7626316685621,1.667992115020752,,1.0
70,189,-382.7445655422964,1.6502344608306885,,1.0
70,190,-351.6907931313907,1.6787889003753662,,1.0
70,191,-437.5118798084636,1.6764070987701416,,1.0
70,192,-421.13707027197944,1.6546003818511963,,1.0
70,193,-358.93029979893333,1.660325288772583,,1.0
70,194,-402.197983766969,1.6464040279388428,,1.0
70,195,-420.67972214498695,1.662689447402954,,1.0
70,196,-436.37140197265916,3.2387678623199463,,1.0
70,197,-435.3316569566768,1.6459150314331055,,1.0
70,198,-452.6784666840852,1.7776739597320557,,1.0
70,199,-449.03463441624655,1.6627428531646729,,1.0
70,0,-439.90277799587176,2.0563297271728516,,1.0
70,1,-434.44300691971495,1.6721501350402832,,1.0
70,2,-401.85979578306063,1.6603269577026367,,1.0
70,3,-400.1649799485182,1.7776565551757812,,1.0
70,4,-435.27193605842524,1.6580421924591064,,1.0
70,5,-407.1984735007015,1.6587543487548828,,1.0
70,6,-388.48952864154285,1.6238124370574951,,1.0
70,7,-440.1019458624612,1.658679485321045,,1.0
70,8,-359.9876302154114,3.221461057662964,,1.0
70,9,-375.1767302948661,1.6282551288604736,,1.0
70,10,-405.26123344180604,1.6397855281829834,,1.0
70,11,-399.46333660036703,1.6566898822784424,,1.0
70,12,-382.05421960838555,1.6380436420440674,,1.0
70,13,-439.4692282991507,1.6388170719146729,,1.0
70,14,-431.9041585557236,1.6395385265350342,,1.0
70,15,-381.36044579928773,1.6202218532562256,,1.0
70,16,-393.3565659999689,1.7640631198883057,,1.0
70,17,-436.5404374543363,3.192497730255127,,1.0
70,18,-418.21640134011574,3.173513889312744,,1.0
70,19,-367.5919558253468,1.6250214576721191,,1.0
70,20,-380.6169394027575,1.6308538913726807,,1.0
70,21,-376.4572964693639,1.648611068725586,,1.0
70,22,-385.01050351124974,3.230522632598877,,1.0
70,23,-425.77119915390875,1.6481192111968994,,1.0
70,24,-354.05767526685025,1.643345832824707,,1.0
70,25,-366.96468721869724,1.638977289199829,,1.0
70,26,-371.90276128004484,3.1752638816833496,,1.0
70,27,-393.71141984574456,3.2405741214752197,,1.0
70,28,-442.2852360548903,1.6518645286560059,,1.0
70,29,-372.85222423172024,4.78599214553833,,1.0
70,30,-355.60389211473336,1.773977518081665,,1.0
70,31,-404.02104673172096,3.2251107692718506,,1.0
70,32,-450.4909899692952,1.6560509204864502,,1.0
70,33,-438.47730655811347,1.6518847942352295,,1.0
70,34,-441.3693278948608,1.629554033279419,,1.0
70,35,-449.90435245780543,1.6407334804534912,,1.0
70,36,-351.2145174607706,1.6415691375732422,,1.0
70,37,-377.01247743766,1.612809658050537,,1.0
70,38,-355.6958828582028,3.204423666000366,,1.0
70,39,-420.2925836422484,1.6429476737976074,,1.0
70,40,-415.0481457548126,3.2062160968780518,,1.0
70,41,-422.5560387217681,1.641937017440796,,1.0
70,42,-426.62544831533444,1.6203491687774658,,1.0
70,43,-405.77613625622115,1.6436593532562256,,1.0
70,44,-361.4719364247326,1.748420000076294,,1.0
70,45,-366.19618022791695,1.6208069324493408,,1.0
70,46,-458.3879438185669,1.621861219406128,,1.0
70,47,-435.1295743826297,1.627629280090332,,1.0
70,48,-455.8949322386705,1.6471354961395264,,1.0
70,49,-441.61832933061953,1.6506600379943848,,1.0
70,50,-402.8528494333406,3.1977081298828125,,1.0
70,51,-373.932047742388,4.783702611923218,,1.0
70,52,-362.9635338090569,1.6260602474212646,,1.0
70,53,-417.9538893918928,1.6165401935577393,,1.0
70,54,-405.0872770552637,1.6313931941986084,,1.0
70,55,-371.29451712071295,1.6495928764343262,,1.0
70,56,-366.11071179410044,1.6248011589050293,,1.0
70,57,-404.29300013028956,1.6221697330474854,,1.0
70,58,-405.15089463940694,1.770932674407959,,1.0
70,59,-411.56204052362864,1.6355009078979492,,1.0
70,60,-364.7859066011717,1.6463940143585205,,1.0
70,61,-454.52987183202026,1.6610312461853027,,1.0
70,62,-438.07715143826715,1.649665355682373,,1.0
70,63,-397.9584630403623,1.6534197330474854,,1.0
70,64,-357.4508976596657,1.6429798603057861,,1.0
70,65,-359.616960193967,1.6179580688476562,,1.0
70,66,-382.8954078495701,1.650879144668579,,1.0
70,67,-367.40909896698867,1.6557722091674805,,1.0
70,68,-397.66158502746015,1.626504898071289,,1.0
70,69,-389.85562760977524,1.6467370986938477,,1.0
70,70,-362.02331822811806,1.6405401229858398,,1.0
70,71,-363.6066600623345,1.644317626953125,,1.0
70,72,-352.3771735650907,1.7443976402282715,,1.0
70,73,-390.29000598943554,4.737376928329468,,1.0
70,74,-368.63699749361325,1.647280216217041,,1.0
70,75,-416.2068718301788,1.6170215606689453,,1.0
70,76,-431.5002797325271,1.6393656730651855,,1.0
70,77,-406.117016827641,1.645796775817871,,1.0
70,78,-383.0290699113028,4.764340400695801,,1.0
70,79,-402.74768169065754,1.6469919681549072,,1.0
70,80,-379.3430834462914,1.622640609741211,,1.0
70,81,-419.23443189323,1.7059564590454102,,1.0
70,82,-404.53133777537596,1.670747995376587,,1.0
70,83,-440.8049957823605,1.660377025604248,,1.0
70,84,-412.64530974317574,1.6497223377227783,,1.0
70,85,-444.7027320513435,1.6448051929473877,,1.0
70,86,-424.2591362326666,3.333404541015625,,1.0
70,87,-409.27899140830505,3.2056949138641357,,1.0
70,88,-448.71399227851754,1.6450307369232178,,1.0
70,89,-439.2834850441943,1.6357336044311523,,1.0
70,90,-392.29503377292474,1.6519207954406738,,1.0
70,91,-351.3599985391661,1.6415674686431885,,1.0
70,92,-384.96014356783724,1.654071569442749,,1.0
70,93,-385.69161377243296,1.6237974166870117,,1.0
70,94,-423.8638074168057,1.652536392211914,,1.0
70,95,-378.6241338397249,1.6223278045654297,,1.0
70,96,-432.4337247602966,1.6424808502197266,,1.0
70,97,-406.24287736937697,4.775842905044556,,1.0
70,98,-444.38215582221886,1.6463310718536377,,1.0
70,99,-399.30779934908685,1.644423484802246,,1.0
70,100,-440.76352144099366,1.7764220237731934,,1.0
70,101,-423.4927056430845,1.6272320747375488,,1.0
70,102,-436.1176176554741,1.6538233757019043,,1.0
70,103,-410.0351993376544,1.6465888023376465,,1.0
70,104,-396.44756763129885,1.6534841060638428,,1.0
70,105,-369.90575107590723,3.224306583404541,,1.0
70,106,-402.1545672757875,1.6488800048828125,,1.0
70,107,-391.33291905290406,1.6482794284820557,,1.0
70,108,-442.4771478114055,1.6186027526855469,,1.0
70,109,-361.7741920006083,1.6498281955718994,,1.0
70,110,-449.09163391478455,1.6259946823120117,,1.0
70,111,-370.47400076765564,1.6482508182525635,,1.0
70,112,-431.39290093075647,1.631805658340454,,1.0
70,113,-392.9658206365508,1.6469953060150146,,1.0
70,114,-434.52485640559934,3.32685923576355,,1.0
70,115,-408.8109444146962,3.22162127494812,,1.0
70,116,-377.9229471229506,1.6978497505187988,,1.0
70,117,-455.03974087104604,3.19391679763794,,1.0
70,118,-367.64866035400235,2.0219712257385254,,1.0
70,119,-414.5451590020561,1.7702322006225586,,1.0
70,120,-379.9435894978279,1.7303080558776855,,1.0
