steps,run_index,condition_value,execution_time_sec,mae,validity
70,121,-416.88664637287394,1.6751923561096191,,1.0
70,122,-370.28301626944096,1.6425020694732666,,1.0
70,123,-430.29690025982336,1.63932466506958,,1.0
70,124,-385.24768475428874,1.6452679634094238,,1.0
70,125,-442.20530331676207,3.20255184173584,,1.0
70,126,-367.95655247897287,1.6430094242095947,,1.0
70,127,-373.9183075941967,1.6422007083892822,,1.0
70,128,-363.1601524245961,1.7471439838409424,,1.0
70,129,-378.92510457963624,4.762923240661621,,1.0
70,130,-357.74528473314405,3.196288824081421,,1.0
70,131,-408.10574805100373,1.6420578956604004,,1.0
70,132,-396.3361842506786,1.6436810493469238,,1.0
70,133,-375.3555658675107,1.638014316558838,,1.0
70,134,-369.9084646724373,1.6249663829803467,,1.0
70,135,-407.3805845060342,1.6433100700378418,,1.0
70,136,-403.3830168960223,1.6401894092559814,,1.0
70,137,-411.85567318133553,1.6167783737182617,,1.0
70,138,-444.6760884563293,1.6155118942260742,,1.0
70,139,-456.39222586986983,1.6492154598236084,,1.0
70,140,-381.3449582072296,1.6389398574829102,,1.0
70,141,-418.9840760713588,1.6258056163787842,,1.0
70,142,-447.26511586479603,1.7700865268707275,,1.0
70,143,-392.04829454780116,1.6439862251281738,,1.0
70,144,-414.3911739816489,1.6380765438079834,,1.0
70,145,-422.51127448424967,1.6512267589569092,,1.0
70,146,-384.3910675235086,1.6191062927246094,,1.0
70,147,-350.02509380034064,1.617372989654541,,1.0
70,148,-449.4301597811168,1.6445200443267822,,1.0
70,149,-373.8849399330728,3.1934525966644287,,1.0
70,150,-398.29800681018617,3.2253997325897217,,1.0
70,151,-438.71904400558964,1.6469674110412598,,1.0
70,152,-376.1968525092713,1.6536803245544434,,1.0
70,153,-368.10593002672476,3.1650075912475586,,1.0
70,154,-456.75768369034824,1.6420245170593262,,1.0
70,155,-361.0855960750042,1.642284870147705,,1.0
70,156,-365.02295554182786,1.7811362743377686,,1.0
70,157,-457.7442455920188,1.6264188289642334,,1.0
70,158,-441.7753149559077,1.6222646236419678,,1.0
70,159,-372.8780232878178,1.6298637390136719,,1.0
70,160,-421.0916955049125,1.630497694015503,,1.0
70,161,-392.12759855515037,1.6455233097076416,,1.0
70,162,-392.46866022775185,1.6456542015075684,,1.0
70,163,-435.7860309864634,1.6591503620147705,,1.0
70,164,-429.7832787224138,3.2105660438537598,,1.0
70,165,-423.7777654980062,1.6512463092803955,,1.0
70,166,-389.97005745295417,3.1733286380767822,,1.0
70,167,-457.5115623705842,1.6448707580566406,,1.0
70,168,-443.2423905006342,1.650205135345459,,1.0
70,169,-424.35609454423144,1.65268874168396,,1.0
70,170,-394.2628914186457,1.776684284210205,,1.0
70,171,-375.65162116844726,1.6366615295410156,,1.0
70,172,-397.7351856414482,1.6473166942596436,,1.0
70,173,-361.98255416613796,1.64418625831604,,1.0
70,174,-449.4100143809254,1.6453814506530762,,1.0
70,175,-426.71919555085975,1.6318116188049316,,1.0
70,176,-424.7517484919515,1.6467971801757812,,1.0
70,177,-425.1379274292113,3.224905014038086,,1.0
70,178,-402.20258463629074,3.187156915664673,,1.0
70,179,-417.7569035656282,1.6520593166351318,,1.0
70,180,-399.9386565287585,1.6543993949890137,,1.0
70,181,-381.1826546247533,1.647528886795044,,1.0
70,182,-382.2144592544161,3.226608991622925,,1.0
70,183,-380.77950784730234,1.6506917476654053,,1.0
70,184,-370.4327812489179,1.7781195640563965,,1.0
70,185,-405.9171802458235,3.2022206783294678,,1.0
70,186,-391.97099540095354,1.6469109058380127,,1.0
70,187,-363.3016932420796,3.201383352279663,,1.0
70,188,-455.83724919998514,1.6396231651306152,,1.0
70,189,-408.5550609148803,1.620887279510498,,1.0
70,190,-424.5560650784149,1.6465697288513184,,1.0
70,191,-436.6094898257378,1.6435835361480713,,1.0
70,192,-407.07440728131377,1.6432440280914307,,1.0
70,193,-367.05802266394306,1.6415984630584717,,1.0
70,194,-358.63969782196284,1.641819715499878,,1.0
70,195,-416.9583090033647,1.6506681442260742,,1.0
70,196,-443.5467870072697,3.170552968978882,,1.0
70,197,-423.72493163703905,3.2125000953674316,,1.0
70,198,-455.2599222454532,4.88824987411499,,1.0
70,199,-424.73897108374007,1.647244930267334,,1.0
