fold,steps,mae_no_exit,validity_no_exit,execution_time_sec,mae_early_exit,validity_early_exit
0,10,,1.0,1.6292386054992676,,
0,25,,1.0,0.6641232967376709,,
0,40,,1.0,0.9772825241088868,,
0,55,,1.0,1.4409818649291992,,
0,70,,1.0,1.6460225582122805,,
0,85,,1.0,1.949507474899292,,
0,100,,1.0,2.315556287765503,,
1,10,,1.0,0.9869503974914552,,
1,25,,1.0,0.6327512264251709,,
1,40,,1.0,0.9658770561218262,,
1,55,,1.0,2.5447773933410645,,
1,70,,1.0,1.6600792407989502,,
1,85,,1.0,1.9961795806884768,,
1,100,,1.0,2.3183224201202397,,
2,10,,1.0,1.4325001239776611,,
2,25,,1.0,2.320303678512573,,
2,40,,1.0,2.886545896530152,,
2,55,,1.0,1.3008170127868652,,
2,70,,1.0,1.6384339332580566,,
2,85,,1.0,1.94921350479126,,
2,100,,1.0,2.320469617843628,,
3,10,,1.0,1.197901487350464,,
3,25,,1.0,0.6289749145507812,,
3,40,,1.0,0.9699454307556152,,
3,55,,1.0,1.3194072246551514,,
3,70,,1.0,3.232248544692993,,
3,85,,1.0,1.9867703914642332,,
3,100,,1.0,2.2983598709106445,,
4,10,,1.0,0.5269560813903809,,
4,25,,1.0,0.6266634464263916,,
4,40,,1.0,1.1001617908477783,,
4,55,,1.0,1.313018560409546,,
4,70,,1.0,1.6414203643798828,,
4,85,,1.0,1.9660632610321045,,
4,100,,1.0,2.328486680984497,,
5,10,,1.0,0.2987353801727295,,
5,25,,1.0,0.6341729164123535,,
5,40,,1.0,5.443275213241577,,
5,55,,1.0,2.5384254455566406,,
5,70,,1.0,1.6502900123596191,,
5,85,,1.0,1.9797344207763672,,
5,100,,1.0,2.331177234649658,,
6,10,,1.0,0.9782626628875732,,
6,25,,1.0,0.6347436904907227,,
6,40,,1.0,1.0922949314117432,,
6,55,,1.0,1.2984254360198977,,
6,70,,1.0,1.6422507762908936,,
6,85,,1.0,1.985571384429932,,
6,100,,1.0,2.311307430267334,,
7,10,,1.0,0.7504284381866455,,
7,25,,1.0,0.6338357925415039,,
7,40,,1.0,4.541314125061035,,
7,55,,1.0,1.309610366821289,,
7,70,,1.0,1.636817455291748,,
7,85,,1.0,3.8804664611816406,,
7,100,,1.0,2.306842803955078,,
8,10,,1.0,1.6474411487579346,,
8,25,,1.0,0.634422779083252,,
8,40,,1.0,5.576991319656372,,
8,55,,1.0,1.294142246246338,,
8,70,,1.0,1.6396756172180176,,
